tips	new_tips
GCA.002717185.1.Bacteria.Proteobacteria_PBDC01000009.1_5	GCA.002717185.1.Bacteria.Proteobacteria_1
GCA.003023725.1.Bacteria.Firmicutes.E_PXYT01000061.1_17	GCA.003023725.1.Bacteria.Firmicutes.E_1
GCF.900099895.1.Bacteria.Firmicutes_NZ_FNDY01000013.1_56	GCF.900099895.1.Bacteria.Firmicutes_1
GCF.002335525.1.Bacteria.Firmicutes_NZ_BDUF01000044.1_48	GCF.002335525.1.Bacteria.Firmicutes_1
GCF.000503775.1.Bacteria.Firmicutes_NZ_KI629785.1_1350	GCF.000503775.1.Bacteria.Firmicutes_1
GCF.004522215.1.Bacteria.Firmicutes_NZ_SDLR01000013.1_23	GCF.004522215.1.Bacteria.Firmicutes_1
GCA.002937675.1.Bacteria.Proteobacteria_PTKJ01000030.1_8	GCA.002937675.1.Bacteria.Proteobacteria_1
GCA.002348425.1.Bacteria.Proteobacteria_DEBE01000071.1_21	GCA.002348425.1.Bacteria.Proteobacteria_1
GCF.006980715.1.Bacteria.Proteobacteria_NZ_SBHN01000003.1_59	GCF.006980715.1.Bacteria.Proteobacteria_1
GCF.000374645.1.Bacteria.Proteobacteria_NZ_KB894820.1_16	GCF.000374645.1.Bacteria.Proteobacteria_1
GCF.003052605.1.Bacteria.Proteobacteria_NZ_QASO01000063.1_42	GCF.003052605.1.Bacteria.Proteobacteria_1
GCA.002731375.1.Bacteria.Proteobacteria_PCBT01000084.1_47	GCA.002731375.1.Bacteria.Proteobacteria_1
