tips	new_tips
GCA.002840095.1.Bacteria.Proteobacteria_PGZL01000003.1_23	GCA.002840095.1.Bacteria.Proteobacteria_1
GCA.001872725.1.Bacteria.Proteobacteria_MNWR01000019.1_4	GCA.001872725.1.Bacteria.Proteobacteria_1
GCF.003173035.1.Bacteria.Proteobacteria_NZ_QGLE01000002.1_400	GCF.003173035.1.Bacteria.Proteobacteria_1
GCF.000192575.1.Bacteria.Proteobacteria_NZ_GL876925.1_70	GCF.000192575.1.Bacteria.Proteobacteria_1
GCF.000177635.2.Bacteria.Chrysiogenota_NC_014836.1_75	GCF.000177635.2.Bacteria.Chrysiogenota_1
GCF.006980715.1.Bacteria.Proteobacteria_NZ_SBHN01000005.1_110	GCF.006980715.1.Bacteria.Proteobacteria_1
GCF.000315795.1.Bacteria.Proteobacteria_NZ_ANHY01000007.1_38	GCF.000315795.1.Bacteria.Proteobacteria_1
GCF.001611275.1.Bacteria.Desulfobacterota_NZ_CP015080.1_90	GCF.001611275.1.Bacteria.Desulfobacterota_1
GCA.002862435.1.Bacteria.Proteobacteria_PKDC01000025.1_77	GCA.002862435.1.Bacteria.Proteobacteria_1
GCF.001697225.1.Bacteria.Proteobacteria_NZ_CP014671.1_68	GCF.001697225.1.Bacteria.Proteobacteria_1
GCF.900111015.1.Bacteria.Proteobacteria_NZ_FOFS01000010.1_118	GCF.900111015.1.Bacteria.Proteobacteria_1
GCF.002958735.1.Bacteria.Proteobacteria_NZ_PPGH01000037.1_1142	GCF.002958735.1.Bacteria.Proteobacteria_1
GCF.002109495.1.Bacteria.Proteobacteria_NZ_LVJN01000020.1_890	GCF.002109495.1.Bacteria.Proteobacteria_1
GCA.002352565.1.Bacteria.Proteobacteria_DEIQ01000015.1_5	GCA.002352565.1.Bacteria.Proteobacteria_1
