tips	new_tips
GCA.002348425.1.Bacteria.Proteobacteria_DEBE01000106.1_6	GCA.002348425.1.Bacteria.Proteobacteria_1
GCA.003220615.1.Bacteria.Methylomirabilota_QHTB01000165.1_3	GCA.003220615.1.Bacteria.Methylomirabilota_1
GCA.003222815.1.Bacteria.Acidobacteriota_QHXC01000160.1_3	GCA.003222815.1.Bacteria.Acidobacteriota_1
GCA.003220615.1.Bacteria.Methylomirabilota_QHTB01000187.1_3	GCA.003220615.1.Bacteria.Methylomirabilota_2
GCA.001767075.1.Bacteria.Acidobacteriota_MEKX01000112.1_21	GCA.001767075.1.Bacteria.Acidobacteriota_1
GCA.002238705.1.Bacteria.Acidobacteriota_MPMW01000015.1_32	GCA.002238705.1.Bacteria.Acidobacteriota_1
GCA.003222815.1.Bacteria.Acidobacteriota_QHXC01000244.1_9	GCA.003222815.1.Bacteria.Acidobacteriota_2
GCA.003131705.1.Bacteria.Acidobacteriota_PKUY01000407.1_3	GCA.003131705.1.Bacteria.Acidobacteriota_1
GCA.003222815.1.Bacteria.Acidobacteriota_QHXC01000539.1_2	GCA.003222815.1.Bacteria.Acidobacteriota_3
GCA.003155415.1.Bacteria.Proteobacteria_PMCP01000029.1_1	GCA.003155415.1.Bacteria.Proteobacteria_1
GCF.006980715.1.Bacteria.Proteobacteria_NZ_SBHN01000009.1_59	GCF.006980715.1.Bacteria.Proteobacteria_1
GCF.900167455.1.Bacteria.Proteobacteria_NZ_FUWJ01000006.1_54	GCF.900167455.1.Bacteria.Proteobacteria_1
GCA.003161515.1.Bacteria.Desulfobacterota.B_PMOH01000264.1_3	GCA.003161515.1.Bacteria.Desulfobacterota.B_1
GCF.000015025.1.Bacteria.Actinobacteriota_NC_008578.1_913	GCF.000015025.1.Bacteria.Actinobacteriota_1
GCA.002702065.1.Bacteria.Chloroflexota_NZXX01000013.1_138	GCA.002702065.1.Bacteria.Chloroflexota_1
GCA.001797675.1.Bacteria.Desulfobacterota_MGQB01000018.1_30	GCA.001797675.1.Bacteria.Desulfobacterota_1
GCA.003247575.1.Bacteria.Myxococcota.A_QJZC01000058.1_8	GCA.003247575.1.Bacteria.Myxococcota.A_1
GCA.002480495.1.Bacteria.Proteobacteria_DLCG01000009.1_457	GCA.002480495.1.Bacteria.Proteobacteria_1
GCA.002717185.1.Bacteria.Proteobacteria_PBDC01000019.1_29	GCA.002717185.1.Bacteria.Proteobacteria_1
