tips	new_tips
GCA.001896555.1.Bacteria.Desulfobacterota_MPOS01000018.1_5	GCA.001896555.1.Bacteria.Desulfobacterota_1
GCF.001697225.1.Bacteria.Proteobacteria_NZ_CP014671.1_2147	GCF.001697225.1.Bacteria.Proteobacteria_1
GCA.002862435.1.Bacteria.Proteobacteria_PKDC01000017.1_8	GCA.002862435.1.Bacteria.Proteobacteria_1
GCA.002352565.1.Bacteria.Proteobacteria_DEIQ01000106.1_5	GCA.002352565.1.Bacteria.Proteobacteria_1
GCF.000021985.1.Bacteria.Proteobacteria_NC_011901.1_1570	GCF.000021985.1.Bacteria.Proteobacteria_1
GCF.001641825.1.Bacteria.Proteobacteria_NZ_LRFH01000014.1_361	GCF.001641825.1.Bacteria.Proteobacteria_1
GCA.001447805.1.Bacteria.Proteobacteria_CP013099.1_1793	GCA.001447805.1.Bacteria.Proteobacteria_1
GCF.900177345.1.Bacteria.Proteobacteria_NZ_FWZT01000016.1_94	GCF.900177345.1.Bacteria.Proteobacteria_1
GCF.002020875.1.Bacteria.Proteobacteria_WP_078484387.1	GCF.002020875.1.Bacteria.Proteobacteria_1
GCF.000284615.1.Bacteria.Proteobacteria_NC_017067.1_3267	GCF.000284615.1.Bacteria.Proteobacteria_1
GCA.002686955.1.Bacteria.Gemmatimonadota.A_NYZA01000165.1_3	GCA.002686955.1.Bacteria.Gemmatimonadota.A_1
GCF.001399755.1.Bacteria.Proteobacteria_NZ_LJCP01000011.1_333	GCF.001399755.1.Bacteria.Proteobacteria_1
GCF.001614315.2.Bacteria.Proteobacteria_NZ_LVEG02000008.1_157	GCF.001614315.2.Bacteria.Proteobacteria_1
GCA.003155415.1.Bacteria.Proteobacteria_PMCP01000087.1_37	GCA.003155415.1.Bacteria.Proteobacteria_1
GCA.001664505.1.Bacteria.Acidobacteriota_CP011806.1_3024	GCA.001664505.1.Bacteria.Acidobacteriota_1
GCF.000374645.1.Bacteria.Proteobacteria_NZ_KB894812.1_98	GCF.000374645.1.Bacteria.Proteobacteria_1
GCF.900112605.1.Bacteria.Proteobacteria_NZ_FOMJ01000006.1_120	GCF.900112605.1.Bacteria.Proteobacteria_1
GCA.002255365.1.Bacteria.Proteobacteria_NCBI01000004.1_29	GCA.002255365.1.Bacteria.Proteobacteria_1
GCF.002109495.1.Bacteria.Proteobacteria_NZ_LVJN01000021.1_150	GCF.002109495.1.Bacteria.Proteobacteria_1
GCA.002340345.1.Bacteria.Proteobacteria_DDLW01000024.1_5	GCA.002340345.1.Bacteria.Proteobacteria_1
GCA.003247575.1.Bacteria.Myxococcota.A_QJZC01000042.1_5	GCA.003247575.1.Bacteria.Myxococcota.A_1
GCF.900102465.1.Bacteria.Proteobacteria_NZ_FNBW01000012.1_26	GCF.900102465.1.Bacteria.Proteobacteria_1
GCA.002717185.1.Bacteria.Proteobacteria_PBDC01000069.1_14	GCA.002717185.1.Bacteria.Proteobacteria_1
GCA.002712165.1.Bacteria.Proteobacteria_PASS01000052.1_27	GCA.002712165.1.Bacteria.Proteobacteria_1
GCA.002348365.1.Bacteria.Proteobacteria_DEBC01000067.1_20	GCA.002348365.1.Bacteria.Proteobacteria_1
