tips	new_tips
GCA.001587715.1.Archaea.Methanobacteriota.B_LNGC01000018.1_9	GCA.001587715.1.Archaea.Methanobacteriota.B_1
GCA.002366545.1.Bacteria.Actinobacteriota_DFBH01000036.1_9	GCA.002366545.1.Bacteria.Actinobacteriota_1
GCA.001805575.1.Bacteria.Omnitrophota_MHGN01000055.1_42	GCA.001805575.1.Bacteria.Omnitrophota_1
GCF.002607855.1.Bacteria.Firmicutes.B_NZ_AWQQ01000067.1_139	GCF.002607855.1.Bacteria.Firmicutes.B_1
GCF.900100785.1.Bacteria.Firmicutes.B_NZ_FNCP01000028.1_24	GCF.900100785.1.Bacteria.Firmicutes.B_1
GCA.001805575.1.Bacteria.Omnitrophota_MHGN01000055.1_41	GCA.001805575.1.Bacteria.Omnitrophota_2
GCA.001798605.1.Bacteria.Myxococcota_MGST01000021.1_12	GCA.001798605.1.Bacteria.Myxococcota_1
GCA.002367275.1.Bacteria.Chloroflexota_DFBE01000081.1_4	GCA.002367275.1.Bacteria.Chloroflexota_1
GCA.002366755.1.Bacteria.Chloroflexota_DFBV01000213.1_22	GCA.002366755.1.Bacteria.Chloroflexota_1
GCA.002366595.1.Bacteria.Chloroflexota_DFBK01000050.1_2	GCA.002366595.1.Bacteria.Chloroflexota_1
GCF.000024605.1.Bacteria.Firmicutes.B_NC_013385.1_645	GCF.000024605.1.Bacteria.Firmicutes.B_1
GCF.002257705.1.Bacteria.Firmicutes.C_NZ_LSLK01000075.1_75	GCF.002257705.1.Bacteria.Firmicutes.C_1
GCF.002257705.1.Bacteria.Firmicutes.C_NZ_LSLK01000114.1_65	GCF.002257705.1.Bacteria.Firmicutes.C_2
GCA.001751085.1.Bacteria.Desulfobacterota_MAXP01000041.1_4	GCA.001751085.1.Bacteria.Desulfobacterota_1
GCF.000620765.1.Bacteria.Desulfobacterota.I_NZ_JIAK01000019.1_7	GCF.000620765.1.Bacteria.Desulfobacterota.I_1
GCA.001304105.1.Bacteria.Desulfobacterota_LJUR01000023.1_39	GCA.001304105.1.Bacteria.Desulfobacterota_1
GCA.002746185.1.Bacteria.Hydrogenedentota_NVWG01000154.1_7	GCA.002746185.1.Bacteria.Hydrogenedentota_1
GCA.002780065.1.Bacteria.UBA8481_PEWQ01000089.1_5	GCA.002780065.1.Bacteria.UBA8481_1
GCA.001789205.1.Bacteria.Fibrobacterota_MFYT01000021.1_36	GCA.001789205.1.Bacteria.Fibrobacterota_1
GCA.003230535.1.Bacteria.SZUA.182_QIEW01000454.1_3	GCA.003230535.1.Bacteria.SZUA.182_1
GCF.000021725.1.Bacteria.Campylobacterota_NC_012115.1_1267	GCF.000021725.1.Bacteria.Campylobacterota_1
GCA.003242895.1.Bacteria.Margulisbacteria_QKMY01000004.1_24	GCA.003242895.1.Bacteria.Margulisbacteria_1
GCA.002011475.1.Bacteria.Chloroflexota_MTNP01000051.1_31	GCA.002011475.1.Bacteria.Chloroflexota_1
GCA.002255025.1.Archaea.Thermoproteota_NJEJ01000002.1_8	GCA.002255025.1.Archaea.Thermoproteota_1
GCA.002413265.1.Bacteria.Chloroflexota_DHWR01000221.1_6	GCA.002413265.1.Bacteria.Chloroflexota_1
GCA.002007425.1.Bacteria.Proteobacteria_MUGK01000011.1_10	GCA.002007425.1.Bacteria.Proteobacteria_1
GCF.001399675.1.Bacteria.Firmicutes_NZ_LJCO01000026.1_48	GCF.001399675.1.Bacteria.Firmicutes_1
GCA.003140235.1.Bacteria.Acidobacteriota_PLJN01000042.1_18	GCA.003140235.1.Bacteria.Acidobacteriota_1
GCF.003612015.1.Bacteria.Proteobacteria_NZ_RARB01000005.1_22	GCF.003612015.1.Bacteria.Proteobacteria_1
GCA.003023725.1.Bacteria.Firmicutes.E_PXYT01000002.1_122	GCA.003023725.1.Bacteria.Firmicutes.E_1
