tips	new_tips
GCF.001399675.1.Bacteria.Firmicutes_NZ_LJCO01000005.1_10	GCF.001399675.1.Bacteria.Firmicutes_1
GCF.000384115.1.Bacteria.Actinobacteriota_NZ_KB913029.1_5032	GCF.000384115.1.Bacteria.Actinobacteriota_1
GCF.003443735.1.Bacteria.Actinobacteriota_NZ_CP031969.1_1262	GCF.003443735.1.Bacteria.Actinobacteriota_1
GCF.000315795.1.Bacteria.Proteobacteria_NZ_ANHY01000003.1_376	GCF.000315795.1.Bacteria.Proteobacteria_1
GCA.002721365.1.Bacteria.Proteobacteria_PBKC01000072.1_8	GCA.002721365.1.Bacteria.Proteobacteria_1
GCF.900102465.1.Bacteria.Proteobacteria_NZ_FNBW01000017.1_16	GCF.900102465.1.Bacteria.Proteobacteria_1
GCF.900167455.1.Bacteria.Proteobacteria_NZ_FUWJ01000002.1_1060	GCF.900167455.1.Bacteria.Proteobacteria_1
GCF.000264455.2.Bacteria.Proteobacteria_NC_017956.1_1033	GCF.000264455.2.Bacteria.Proteobacteria_1
GCF.001613805.1.Bacteria.Proteobacteria_NZ_LPVY01000025.1_123	GCF.001613805.1.Bacteria.Proteobacteria_1
GCF.002251795.1.Bacteria.Proteobacteria_NZ_NOXU01000029.1_170	GCF.002251795.1.Bacteria.Proteobacteria_1
GCF.000192575.1.Bacteria.Proteobacteria_NZ_GL876933.1_809	GCF.000192575.1.Bacteria.Proteobacteria_1
GCF.003173035.1.Bacteria.Proteobacteria_NZ_QGLE01000002.1_83	GCF.003173035.1.Bacteria.Proteobacteria_1
GCF.003258945.1.Bacteria.Proteobacteria_NZ_QLIX01000014.1_87	GCF.003258945.1.Bacteria.Proteobacteria_1
GCA.003137095.1.Bacteria.Proteobacteria_PLET01000096.1_50	GCA.003137095.1.Bacteria.Proteobacteria_1
GCF.900111015.1.Bacteria.Proteobacteria_NZ_FOFS01000012.1_48	GCF.900111015.1.Bacteria.Proteobacteria_1
GCA.003170275.1.Bacteria.Myxococcota_PNAM01000016.1_101	GCA.003170275.1.Bacteria.Myxococcota_1
GCA.002747435.1.Bacteria.Proteobacteria_PDPH01000053.1_34	GCA.002747435.1.Bacteria.Proteobacteria_1
GCA.003228965.1.Bacteria.Proteobacteria_QIGP01000042.1_2	GCA.003228965.1.Bacteria.Proteobacteria_1
GCA.003454415.1.Bacteria.Proteobacteria_DMKG01000091.1_4	GCA.003454415.1.Bacteria.Proteobacteria_1
GCA.003131705.1.Bacteria.Acidobacteriota_PKUY01000232.1_4	GCA.003131705.1.Bacteria.Acidobacteriota_1
GCF.000374645.1.Bacteria.Proteobacteria_NZ_KB894801.1_316	GCF.000374645.1.Bacteria.Proteobacteria_1
GCF.000374645.1.Bacteria.Proteobacteria_NZ_KB894804.1_111	GCF.000374645.1.Bacteria.Proteobacteria_2
GCA.002723345.1.Bacteria.Proteobacteria_PBNV01000062.1_28	GCA.002723345.1.Bacteria.Proteobacteria_1
GCF.006980715.1.Bacteria.Proteobacteria_NZ_SBHN01000005.1_208	GCF.006980715.1.Bacteria.Proteobacteria_1
GCA.002731375.1.Bacteria.Proteobacteria_PCBT01000040.1_64	GCA.002731375.1.Bacteria.Proteobacteria_1
GCF.900172325.1.Bacteria.Proteobacteria_NZ_FWFR01000003.1_99	GCF.900172325.1.Bacteria.Proteobacteria_1
GCA.006969625.1.Bacteria.Proteobacteria_CP030885.1_1234	GCA.006969625.1.Bacteria.Proteobacteria_1
GCA.002937675.1.Bacteria.Proteobacteria_PTKJ01000011.1_24	GCA.002937675.1.Bacteria.Proteobacteria_1
GCA.002348425.1.Bacteria.Proteobacteria_DEBE01000129.1_3	GCA.002348425.1.Bacteria.Proteobacteria_1
GCA.002717185.1.Bacteria.Proteobacteria_PBDC01000067.1_8	GCA.002717185.1.Bacteria.Proteobacteria_1
GCA.002898275.1.Bacteria.Proteobacteria_BEIQ01000001.1_547	GCA.002898275.1.Bacteria.Proteobacteria_1
GCF.002798435.1.Bacteria.Proteobacteria_WP_109795299.1	GCF.002798435.1.Bacteria.Proteobacteria_1
GCA.002746645.1.Bacteria.Proteobacteria_PDPU01000023.1_23	GCA.002746645.1.Bacteria.Proteobacteria_1
GCA.002868855.1.Bacteria.Proteobacteria_PKUM01000295.1_20	GCA.002868855.1.Bacteria.Proteobacteria_1
GCA.002722885.1.Bacteria.Proteobacteria_PBNE01000003.1_29	GCA.002722885.1.Bacteria.Proteobacteria_1
GCA.002717225.1.Bacteria.Proteobacteria_PBDG01000046.1_25	GCA.002717225.1.Bacteria.Proteobacteria_1
GCA.002717245.1.Bacteria.Proteobacteria_PBCY01000004.1_8	GCA.002717245.1.Bacteria.Proteobacteria_1
GCA.002717245.1.Bacteria.Proteobacteria_PBCY01000010.1_6	GCA.002717245.1.Bacteria.Proteobacteria_2
GCA.002938255.1.Bacteria.Proteobacteria_PTLB01000055.1_3	GCA.002938255.1.Bacteria.Proteobacteria_1
GCA.002796975.1.Bacteria.Proteobacteria_PEKV01000022.1_56	GCA.002796975.1.Bacteria.Proteobacteria_1
GCA.002709155.1.Bacteria.Proteobacteria_PAQA01000060.1_19	GCA.002709155.1.Bacteria.Proteobacteria_1
GCF.002148795.1.Bacteria.Proteobacteria_NZ_MPOB01000006.1_171	GCF.002148795.1.Bacteria.Proteobacteria_1
GCA.002686135.1.Bacteria.Proteobacteria_NZAO01000014.1_20	GCA.002686135.1.Bacteria.Proteobacteria_1
GCF.001720165.1.Bacteria.Proteobacteria_NZ_MCRI01000016.1_44	GCF.001720165.1.Bacteria.Proteobacteria_1
GCF.000024725.1.Bacteria.Proteobacteria_NC_013960.1_2414	GCF.000024725.1.Bacteria.Proteobacteria_1
GCA.002238415.1.Bacteria.Desulfobacterota.B_MPMI01000008.1_65	GCA.002238415.1.Bacteria.Desulfobacterota.B_1
GCF.001614315.2.Bacteria.Proteobacteria_NZ_LVEG02000001.1_344	GCF.001614315.2.Bacteria.Proteobacteria_1
GCA.001735895.1.Bacteria.Proteobacteria_DS021198.1_348	GCA.001735895.1.Bacteria.Proteobacteria_1
GCA.002386945.1.Bacteria.Proteobacteria_DGKH01000036.1_28	GCA.002386945.1.Bacteria.Proteobacteria_1
GCA.002389045.1.Bacteria.Proteobacteria_DGNS01000005.1_78	GCA.002389045.1.Bacteria.Proteobacteria_1
GCA.002007425.1.Bacteria.Proteobacteria_MUGK01000157.1_2	GCA.002007425.1.Bacteria.Proteobacteria_1
GCA.002292285.1.Bacteria.Proteobacteria_DBBP01000031.1_53	GCA.002292285.1.Bacteria.Proteobacteria_1
GCA.002454015.1.Bacteria.Proteobacteria_DKIB01000009.1_1	GCA.002454015.1.Bacteria.Proteobacteria_1
GCF.000384115.1.Bacteria.Actinobacteriota_NZ_KB913029.1_5020	GCF.000384115.1.Bacteria.Actinobacteriota_2
GCF.001614315.2.Bacteria.Proteobacteria_NZ_LVEG02000019.1_53	GCF.001614315.2.Bacteria.Proteobacteria_2
GCA.000961655.1.Bacteria.Desulfobacterota_LADR01000018.1_57	GCA.000961655.1.Bacteria.Desulfobacterota_1
GCF.000024725.1.Bacteria.Proteobacteria_NC_013960.1_1594	GCF.000024725.1.Bacteria.Proteobacteria_2
GCA.002868855.1.Bacteria.Proteobacteria_PKUM01000041.1_44	GCA.002868855.1.Bacteria.Proteobacteria_2
GCA.001735895.1.Bacteria.Proteobacteria_DS021198.1_83	GCA.001735895.1.Bacteria.Proteobacteria_2
GCF.001720165.1.Bacteria.Proteobacteria_NZ_MCRI01000016.1_39	GCF.001720165.1.Bacteria.Proteobacteria_2
GCF.000315795.1.Bacteria.Proteobacteria_NZ_ANHY01000012.1_48	GCF.000315795.1.Bacteria.Proteobacteria_2
GCF.002148795.1.Bacteria.Proteobacteria_NZ_MPOB01000003.1_211	GCF.002148795.1.Bacteria.Proteobacteria_2
GCA.006969625.1.Bacteria.Proteobacteria_CP030885.1_1224	GCA.006969625.1.Bacteria.Proteobacteria_2
GCA.002238885.1.Bacteria.Proteobacteria_MPNF01000014.1_7	GCA.002238885.1.Bacteria.Proteobacteria_1
GCF.900172325.1.Bacteria.Proteobacteria_NZ_FWFR01000002.1_429	GCF.900172325.1.Bacteria.Proteobacteria_2
GCA.002898275.1.Bacteria.Proteobacteria_BEIQ01000001.1_539	GCA.002898275.1.Bacteria.Proteobacteria_2
GCF.006980715.1.Bacteria.Proteobacteria_NZ_SBHN01000007.1_118	GCF.006980715.1.Bacteria.Proteobacteria_2
GCF.006980715.1.Bacteria.Proteobacteria_NZ_SBHN01000004.1_56	GCF.006980715.1.Bacteria.Proteobacteria_3
GCF.000194625.1.Archaea.Halobacteriota_NC_015320.1_722	GCF.000194625.1.Archaea.Halobacteriota_1
GCA.002083985.1.Archaea.Altiarchaeota_MTER01000109.1_3	GCA.002083985.1.Archaea.Altiarchaeota_1
GCF.000011205.1.Archaea.Thermoproteota_NC_003106.2_92	GCF.000011205.1.Archaea.Thermoproteota_1
