tips	new_tips
GCF.000017845.1.Bacteria.Cyanobacteria_NC_010546.1_3207	GCF.000017845.1.Bacteria.Cyanobacteria_1
GCA.002400365.1.Bacteria.Chloroflexota_DHFK01000221.1_1	GCA.002400365.1.Bacteria.Chloroflexota_1
GCA.002366755.1.Bacteria.Chloroflexota_DFBV01000242.1_9	GCA.002366755.1.Bacteria.Chloroflexota_1
GCA.003130875.1.Bacteria.Chloroflexota_QEXY01000123.1_18	GCA.003130875.1.Bacteria.Chloroflexota_1
GCA.001898225.1.Bacteria.Chloroflexota_MKTJ01000038.1_89	GCA.001898225.1.Bacteria.Chloroflexota_1
GCF.900187885.1.Bacteria.Chloroflexota_NZ_FYEK01000075.1_118	GCF.900187885.1.Bacteria.Chloroflexota_1
GCA.003451595.1.Bacteria.Chloroflexota_DMDA01000029.1_26	GCA.003451595.1.Bacteria.Chloroflexota_1
GCA.002292925.1.Bacteria.Chloroflexota_DBCF01000190.1_8	GCA.002292925.1.Bacteria.Chloroflexota_1
GCF.001306175.1.Bacteria.Chloroflexota_NZ_LGKN01000006.1_245	GCF.001306175.1.Bacteria.Chloroflexota_1
GCA.002366595.1.Bacteria.Chloroflexota_DFBK01000029.1_13	GCA.002366595.1.Bacteria.Chloroflexota_1
GCA.002329525.1.Bacteria.Firmicutes.C_DCTI01000214.1_14	GCA.002329525.1.Bacteria.Firmicutes.C_1
GCF.900176005.1.Bacteria.Firmicutes.B_NZ_LT838272.1_2991	GCF.900176005.1.Bacteria.Firmicutes.B_1
GCA.002348045.1.Bacteria.Chloroflexota_DDYO01000005.1_29	GCA.002348045.1.Bacteria.Chloroflexota_1
GCA.002010915.1.Bacteria.Desulfobacterota_MTPG01000074.1_113	GCA.002010915.1.Bacteria.Desulfobacterota_1
GCA.003527145.1.Bacteria.Firmicutes.A_DPSW01000422.1_11	GCA.003527145.1.Bacteria.Firmicutes.A_1
GCF.900107485.1.Bacteria.Firmicutes.A_NZ_FNQE01000010.1_19	GCF.900107485.1.Bacteria.Firmicutes.A_1
GCA.000961655.1.Bacteria.Desulfobacterota_LADR01000065.1_161	GCA.000961655.1.Bacteria.Desulfobacterota_1
GCF.002257705.1.Bacteria.Firmicutes.C_NZ_LSLK01000059.1_280	GCF.002257705.1.Bacteria.Firmicutes.C_1
GCF.000430605.1.Bacteria.Firmicutes.C_WP_018703865.1	GCF.000430605.1.Bacteria.Firmicutes.C_1
GCF.000019165.1.Bacteria.Firmicutes.B_NC_010337.2_2369	GCF.000019165.1.Bacteria.Firmicutes.B_1
GCF.001742305.1.Bacteria.Firmicutes_NZ_MJAT01000039.1_57	GCF.001742305.1.Bacteria.Firmicutes_1
GCF.900104115.1.Bacteria.Firmicutes.A_NZ_FNJM01000001.1_907	GCF.900104115.1.Bacteria.Firmicutes.A_1
GCF.000328625.1.Bacteria.Firmicutes.F_NC_019978.1_1020	GCF.000328625.1.Bacteria.Firmicutes.F_1
GCF.001553315.1.Bacteria.Firmicutes.C_WP_060923867.1	GCF.001553315.1.Bacteria.Firmicutes.C_1
GCA.002398485.1.Bacteria.Firmicutes.B_DGYV01000048.1_17	GCA.002398485.1.Bacteria.Firmicutes.B_1
GCF.000620305.1.Bacteria.Firmicutes.B_NZ_KK211104.1_24	GCF.000620305.1.Bacteria.Firmicutes.B_1
GCF.000020005.1.Bacteria.Firmicutes.D_NC_010718.1_2219	GCF.000020005.1.Bacteria.Firmicutes.D_1
GCA.001940725.1.Archaea.Asgardarchaeota_MDVR01000101.1_7	GCA.001940725.1.Archaea.Asgardarchaeota_1
GCF.002078355.1.Archaea.Thermoplasmatota_NZ_CP015363.1_740	GCF.002078355.1.Archaea.Thermoplasmatota_1
GCA.000375685.1.Archaea.Thermoproteota_AQVQ01000001.1_5	GCA.000375685.1.Archaea.Thermoproteota_1
GCA.003538775.1.Bacteria.Thermotogota_DPRG01000105.1_65	GCA.003538775.1.Bacteria.Thermotogota_1
GCF.000021285.1.Bacteria.Thermotogota_WP_004101971.1	GCF.000021285.1.Bacteria.Thermotogota_1
GCA.002937675.1.Bacteria.Proteobacteria_PTKJ01000034.1_12	GCA.002937675.1.Bacteria.Proteobacteria_1
GCA.002084765.1.Bacteria.4572.55_NBMB01000003.1_108	GCA.002084765.1.Bacteria.4572.55_1
GCA.002701885.1.Bacteria.Proteobacteria_NZXH01000058.1_14	GCA.002701885.1.Bacteria.Proteobacteria_1
GCA.003019535.1.Archaea.Thermoproteota_NEXG01000041.1_18	GCA.003019535.1.Archaea.Thermoproteota_1
GCA.003527405.1.Bacteria.Atribacterota_DPXH01000032.1_8	GCA.003527405.1.Bacteria.Atribacterota_1
GCA.002747255.1.Bacteria.Acidobacteriota_PDUC01000033.1_11	GCA.002747255.1.Bacteria.Acidobacteriota_1
GCA.001304105.1.Bacteria.Desulfobacterota_LJUR01000078.1_9	GCA.001304105.1.Bacteria.Desulfobacterota_1
GCA.000406005.1.Bacteria.Poribacteria_ASZN01000017.1_9	GCA.000406005.1.Bacteria.Poribacteria_1
GCA.002327985.1.Bacteria.Desulfobacterota_DCVM01000145.1_25	GCA.002327985.1.Bacteria.Desulfobacterota_1
GCA.001304015.1.Bacteria.TA06.A_LJUY01000030.1_20	GCA.001304015.1.Bacteria.TA06.A_1
GCF.002224645.1.Bacteria.Firmicutes.B_NZ_CP022121.1_1741	GCF.002224645.1.Bacteria.Firmicutes.B_1
GCA.002406055.1.Bacteria.Spirochaetota_DHMZ01000098.1_106	GCA.002406055.1.Bacteria.Spirochaetota_1
GCA.002399285.1.Bacteria.Firmicutes.A_DHDI01000010.1_53	GCA.002399285.1.Bacteria.Firmicutes.A_1
GCA.002376045.1.Bacteria.Firmicutes.A_DFNM01000140.1_19	GCA.002376045.1.Bacteria.Firmicutes.A_1
GCA.003535305.1.Bacteria.Bipolaricaulota_DOHL01000018.1_5	GCA.003535305.1.Bacteria.Bipolaricaulota_1
GCA.002418765.1.Bacteria.Firmicutes.B_DIET01000045.1_21	GCA.002418765.1.Bacteria.Firmicutes.B_1
GCF.001950325.1.Bacteria.Firmicutes.B_NZ_BDJL01000142.1_87	GCF.001950325.1.Bacteria.Firmicutes.B_1
GCA.002321895.1.Bacteria.Bdellovibrionota_DCMZ01000001.1_184	GCA.002321895.1.Bacteria.Bdellovibrionota_1
GCF.000192575.1.Bacteria.Proteobacteria_NZ_GL876927.1_74	GCF.000192575.1.Bacteria.Proteobacteria_1
GCF.001613805.1.Bacteria.Proteobacteria_NZ_LPVY01000011.1_17	GCF.001613805.1.Bacteria.Proteobacteria_1
GCA.002338605.1.Bacteria.Proteobacteria_DDIP01000336.1_2	GCA.002338605.1.Bacteria.Proteobacteria_1
GCA.002170535.1.Bacteria.Proteobacteria_NHDW01000002.1_192	GCA.002170535.1.Bacteria.Proteobacteria_1
GCF.001720165.1.Bacteria.Proteobacteria_NZ_MCRI01000049.1_2	GCF.001720165.1.Bacteria.Proteobacteria_1
GCA.003244105.1.Bacteria.Eremiobacterota_QHBK01000004.1_61	GCA.003244105.1.Bacteria.Eremiobacterota_1
GCA.900066305.1.Bacteria.Firmicutes.A_SCH23617.1	GCA.900066305.1.Bacteria.Firmicutes.A_1
GCF.000092845.1.Bacteria.Spirochaetota_NC_014150.1_2654	GCF.000092845.1.Bacteria.Spirochaetota_1
GCF.900142265.1.Bacteria.Firmicutes.A_NZ_FRAH01000011.1_34	GCF.900142265.1.Bacteria.Firmicutes.A_1
GCA.002878315.1.Bacteria.Thermotogota_PNIW01000033.1_7	GCA.002878315.1.Bacteria.Thermotogota_1
GCF.000266945.1.Bacteria.Desulfobacterota_NC_018025.1_5205	GCF.000266945.1.Bacteria.Desulfobacterota_1
GCA.003144275.1.Archaea.Asgardarchaeota_NJBF01000050.1_8	GCA.003144275.1.Archaea.Asgardarchaeota_1
GCA.001940645.1.Archaea.Asgardarchaeota_MDVS01000109.1_13	GCA.001940645.1.Archaea.Asgardarchaeota_1
GCA.001940725.1.Archaea.Asgardarchaeota_MDVR01000043.1_50	GCA.001940725.1.Archaea.Asgardarchaeota_2
GCA.002506605.1.Archaea.Thermoproteota_DAXX01000063.1_1	GCA.002506605.1.Archaea.Thermoproteota_1
GCF.000092185.1.Archaea.Thermoproteota_NC_014160.1_505	GCF.000092185.1.Archaea.Thermoproteota_1
GCA.002420425.1.Bacteria.Proteobacteria_DIIC01000018.1_12	GCA.002420425.1.Bacteria.Proteobacteria_1
GCF.900172325.1.Bacteria.Proteobacteria_NZ_FWFR01000005.1_102	GCF.900172325.1.Bacteria.Proteobacteria_1
GCA.001464215.1.Bacteria.Proteobacteria_LNEZ01000068.1_41	GCA.001464215.1.Bacteria.Proteobacteria_1
GCA.006969625.1.Bacteria.Proteobacteria_CP030885.1_2459	GCA.006969625.1.Bacteria.Proteobacteria_1
GCA.002746645.1.Bacteria.Proteobacteria_PDPU01000004.1_7	GCA.002746645.1.Bacteria.Proteobacteria_1
GCF.002798435.1.Bacteria.Proteobacteria_WP_109793821.1	GCF.002798435.1.Bacteria.Proteobacteria_1
GCA.002898275.1.Bacteria.Proteobacteria_BEIQ01000004.1_192	GCA.002898275.1.Bacteria.Proteobacteria_1
GCF.900102465.1.Bacteria.Proteobacteria_NZ_FNBW01000016.1_61	GCF.900102465.1.Bacteria.Proteobacteria_1
GCA.002238885.1.Bacteria.Proteobacteria_MPNF01000185.1_1	GCA.002238885.1.Bacteria.Proteobacteria_1
GCA.002348365.1.Bacteria.Proteobacteria_DEBC01000011.1_34	GCA.002348365.1.Bacteria.Proteobacteria_1
GCA.002717185.1.Bacteria.Proteobacteria_PBDC01000062.1_34	GCA.002717185.1.Bacteria.Proteobacteria_1
GCA.002731375.1.Bacteria.Proteobacteria_PCBT01000002.1_44	GCA.002731375.1.Bacteria.Proteobacteria_1
GCA.002722885.1.Bacteria.Proteobacteria_PBNE01000012.1_178	GCA.002722885.1.Bacteria.Proteobacteria_1
GCA.003280605.1.Bacteria.Proteobacteria_QCEM01000013.1_22	GCA.003280605.1.Bacteria.Proteobacteria_1
GCA.002721365.1.Bacteria.Proteobacteria_PBKC01000076.1_16	GCA.002721365.1.Bacteria.Proteobacteria_1
GCF.002148795.1.Bacteria.Proteobacteria_NZ_MPOB01000009.1_92	GCF.002148795.1.Bacteria.Proteobacteria_1
GCF.003258945.1.Bacteria.Proteobacteria_NZ_QLIX01000002.1_363	GCF.003258945.1.Bacteria.Proteobacteria_1
GCA.003454415.1.Bacteria.Proteobacteria_DMKG01000145.1_5	GCA.003454415.1.Bacteria.Proteobacteria_1
GCA.002480495.1.Bacteria.Proteobacteria_DLCG01000004.1_258	GCA.002480495.1.Bacteria.Proteobacteria_1
GCA.002796975.1.Bacteria.Proteobacteria_PEKV01000002.1_117	GCA.002796975.1.Bacteria.Proteobacteria_1
GCF.900167455.1.Bacteria.Proteobacteria_NZ_FUWJ01000001.1_1318	GCF.900167455.1.Bacteria.Proteobacteria_1
GCA.002712165.1.Bacteria.Proteobacteria_PASS01000055.1_14	GCA.002712165.1.Bacteria.Proteobacteria_1
GCA.002723345.1.Bacteria.Proteobacteria_PBNV01000044.1_17	GCA.002723345.1.Bacteria.Proteobacteria_1
GCA.002717225.1.Bacteria.Proteobacteria_PBDG01000039.1_21	GCA.002717225.1.Bacteria.Proteobacteria_1
GCA.002389045.1.Bacteria.Proteobacteria_DGNS01000017.1_82	GCA.002389045.1.Bacteria.Proteobacteria_1
GCF.006980715.1.Bacteria.Proteobacteria_NZ_SBHN01000009.1_85	GCF.006980715.1.Bacteria.Proteobacteria_1
GCF.002251795.1.Bacteria.Proteobacteria_NZ_NOXU01000011.1_47	GCF.002251795.1.Bacteria.Proteobacteria_1
GCF.000264455.2.Bacteria.Proteobacteria_NC_017956.1_1183	GCF.000264455.2.Bacteria.Proteobacteria_1
GCF.006980715.1.Bacteria.Proteobacteria_NZ_SBHN01000010.1_98	GCF.006980715.1.Bacteria.Proteobacteria_2
GCF.000148385.1.Archaea.Thermoproteota_NC_014537.1_1075	GCF.000148385.1.Archaea.Thermoproteota_1
GCF.000011205.1.Archaea.Thermoproteota_NC_003106.2_648	GCF.000011205.1.Archaea.Thermoproteota_1
GCA.002707655.1.Bacteria.SAR324_PANO01000021.1_6	GCA.002707655.1.Bacteria.SAR324_1
GCA.001735895.1.Bacteria.Proteobacteria_DS021203.1_79	GCA.001735895.1.Bacteria.Proteobacteria_1
GCA.003228115.1.Bacteria.Chloroflexota_QEVV01000001.1_206	GCA.003228115.1.Bacteria.Chloroflexota_1
GCA.002731215.1.Bacteria.Acidobacteriota_PCAP01000036.1_8	GCA.002731215.1.Bacteria.Acidobacteriota_1
GCA.002413265.1.Bacteria.Chloroflexota_DHWR01000157.1_18	GCA.002413265.1.Bacteria.Chloroflexota_1
GCA.002238965.1.Bacteria.UBA8248_MPNJ01000030.1_45	GCA.002238965.1.Bacteria.UBA8248_1
GCA.001872685.1.Bacteria.Marinisomatota_MNWS01000245.1_1	GCA.001872685.1.Bacteria.Marinisomatota_1
GCA.002328485.1.Bacteria.Desulfobacterota.G_DCUF01000039.1_19	GCA.002328485.1.Bacteria.Desulfobacterota.G_1
GCA.003221825.1.Bacteria.Gemmatimonadota_QHUE01000316.1_2	GCA.003221825.1.Bacteria.Gemmatimonadota_1
GCA.002721815.1.Bacteria.Myxococcota_PBLQ01000061.1_8	GCA.002721815.1.Bacteria.Myxococcota_1
GCA.002127415.1.Bacteria.AABM5.125.24_MWJR01000065.1_9	GCA.002127415.1.Bacteria.AABM5.125.24_1
GCA.002686915.1.Bacteria.ARS69_NYYY01000056.1_2	GCA.002686915.1.Bacteria.ARS69_1
GCA.002495185.1.Archaea.Thermoplasmatota_DAEB01000045.1_4	GCA.002495185.1.Archaea.Thermoplasmatota_1
GCA.003133645.1.Bacteria.Acidobacteriota_PKYI01000061.1_5	GCA.003133645.1.Bacteria.Acidobacteriota_1
GCA.002728755.1.Bacteria.Myxococcota_PBVT01000034.1_8	GCA.002728755.1.Bacteria.Myxococcota_1
GCA.002789955.1.Bacteria.Myxococcota_PFUG01000609.1_24	GCA.002789955.1.Bacteria.Myxococcota_1
GCA.001787855.1.Bacteria.Riflebacteria_MFYY01000269.1_3	GCA.001787855.1.Bacteria.Riflebacteria_1
GCA.003170275.1.Bacteria.Myxococcota_PNAM01000072.1_19	GCA.003170275.1.Bacteria.Myxococcota_1
GCF.000737335.2.Bacteria.Proteobacteria_NZ_JMCC02000089.1_92	GCF.000737335.2.Bacteria.Proteobacteria_1
GCA.002167285.1.Bacteria.Planctomycetota_NHDG01000067.1_8	GCA.002167285.1.Bacteria.Planctomycetota_1
GCA.002348465.1.Bacteria.Gemmatimonadota_DEBI01000116.1_3	GCA.002348465.1.Bacteria.Gemmatimonadota_1
GCA.002747355.1.Bacteria.Myxococcota_PDPC01000006.1_12	GCA.002747355.1.Bacteria.Myxococcota_1
GCA.002347965.1.Bacteria.UBA2233_DDYN01000016.1_74	GCA.002347965.1.Bacteria.UBA2233_1
