tips	new_tips
GCF.000328625.1.Bacteria.Firmicutes.F_NC_019978.1_1004	GCF.000328625.1.Bacteria.Firmicutes.F_1
GCF.900176005.1.Bacteria.Firmicutes.B_NZ_LT838272.1_839	GCF.900176005.1.Bacteria.Firmicutes.B_1
GCA.000987045.1.Bacteria.Firmicutes.B_LAKY01000051.1_29	GCA.000987045.1.Bacteria.Firmicutes.B_1
GCA.003444595.1.Bacteria.Firmicutes.D_DLUO01000175.1_13	GCA.003444595.1.Bacteria.Firmicutes.D_1
GCF.002257705.1.Bacteria.Firmicutes.C_NZ_LSLK01000070.1_285	GCF.002257705.1.Bacteria.Firmicutes.C_1
GCF.000020005.1.Bacteria.Firmicutes.D_NC_010718.1_2165	GCF.000020005.1.Bacteria.Firmicutes.D_1
GCF.900107485.1.Bacteria.Firmicutes.A_NZ_FNQE01000023.1_55	GCF.900107485.1.Bacteria.Firmicutes.A_1
GCA.002418765.1.Bacteria.Firmicutes.B_DIET01000018.1_20	GCA.002418765.1.Bacteria.Firmicutes.B_1
GCF.000620305.1.Bacteria.Firmicutes.B_NZ_JHVU01000018.1_181	GCF.000620305.1.Bacteria.Firmicutes.B_1
GCA.000987045.1.Bacteria.Firmicutes.B_LAKY01000030.1_5	GCA.000987045.1.Bacteria.Firmicutes.B_2
GCF.900176005.1.Bacteria.Firmicutes.B_NZ_LT838272.1_2931	GCF.900176005.1.Bacteria.Firmicutes.B_2
GCF.001950325.1.Bacteria.Firmicutes.B_NZ_BDJL01000142.1_90	GCF.001950325.1.Bacteria.Firmicutes.B_1
GCF.900107485.1.Bacteria.Firmicutes.A_NZ_FNQE01000010.1_25	GCF.900107485.1.Bacteria.Firmicutes.A_2
GCA.003527145.1.Bacteria.Firmicutes.A_DPSW01000217.1_7	GCA.003527145.1.Bacteria.Firmicutes.A_1
GCF.900100785.1.Bacteria.Firmicutes.B_NZ_FNCP01000013.1_32	GCF.900100785.1.Bacteria.Firmicutes.B_1
GCA.003070825.1.Bacteria.Firmicutes.F_QBLP01000007.1_8	GCA.003070825.1.Bacteria.Firmicutes.F_1
