tips	new_tips
GCA.002083985.1.Archaea.Altiarchaeota_MTER01000167.1_8	GCA.002083985.1.Archaea.Altiarchaeota_1
GCF.000019605.1.Archaea.Thermoproteota_NC_010482.1_918	GCF.000019605.1.Archaea.Thermoproteota_1
GCA.002255025.1.Archaea.Thermoproteota_NJEJ01000002.1_6	GCA.002255025.1.Archaea.Thermoproteota_1
GCA.003242895.1.Bacteria.Margulisbacteria_QKMY01000004.1_26	GCA.003242895.1.Bacteria.Margulisbacteria_1
GCA.002011475.1.Bacteria.Chloroflexota_MTNP01000051.1_30	GCA.002011475.1.Bacteria.Chloroflexota_1
GCA.002367275.1.Bacteria.Chloroflexota_DFBE01000081.1_5	GCA.002367275.1.Bacteria.Chloroflexota_1
GCA.002366595.1.Bacteria.Chloroflexota_DFBK01000050.1_4	GCA.002366595.1.Bacteria.Chloroflexota_1
GCA.001751085.1.Bacteria.Desulfobacterota_MAXP01000041.1_6	GCA.001751085.1.Bacteria.Desulfobacterota_1
GCA.001304105.1.Bacteria.Desulfobacterota_LJUR01000023.1_41	GCA.001304105.1.Bacteria.Desulfobacterota_1
GCF.000620765.1.Bacteria.Desulfobacterota.I_NZ_JIAK01000019.1_5	GCF.000620765.1.Bacteria.Desulfobacterota.I_1
GCF.000024605.1.Bacteria.Firmicutes.B_NC_013385.1_647	GCF.000024605.1.Bacteria.Firmicutes.B_1
GCA.002779825.1.Bacteria.Armatimonadota_PEVN01000126.1_9	GCA.002779825.1.Bacteria.Armatimonadota_1
GCF.000148385.1.Archaea.Thermoproteota_NC_014537.1_938	GCF.000148385.1.Archaea.Thermoproteota_1
GCA.001803235.1.Bacteria.Verrucomicrobiota_MHBL01000174.1_15	GCA.001803235.1.Bacteria.Verrucomicrobiota_1
GCA.002898575.1.Bacteria.Armatimonadota_BEHT01000025.1_43	GCA.002898575.1.Bacteria.Armatimonadota_1
GCA.002011355.1.Archaea.Thermoplasmatota_MTNE01000190.1_5	GCA.002011355.1.Archaea.Thermoplasmatota_1
GCA.002011165.1.Archaea.Halobacteriota_MTMI01000011.1_84	GCA.002011165.1.Archaea.Halobacteriota_1
GCF.002214485.1.Archaea.Methanobacteriota.B_NZ_CP015102.1_1940	GCF.002214485.1.Archaea.Methanobacteriota.B_1
GCA.001443005.1.Bacteria.Synergistota_LEKQ01000001.1_190	GCA.001443005.1.Bacteria.Synergistota_1
GCF.000970205.1.Archaea.Halobacteriota_NZ_CP009512.1_3285	GCF.000970205.1.Archaea.Halobacteriota_1
GCF.000025525.1.Archaea.Methanobacteriota.A_NC_013887.1_1813	GCF.000025525.1.Archaea.Methanobacteriota.A_1
GCA.003230535.1.Bacteria.SZUA.182_QIEW01000454.1_5	GCA.003230535.1.Bacteria.SZUA.182_1
GCA.002366545.1.Bacteria.Actinobacteriota_DFBH01000036.1_7	GCA.002366545.1.Bacteria.Actinobacteriota_1
GCA.001766825.1.Archaea.Halobacteriota_LYOR01000002.1_296	GCA.001766825.1.Archaea.Halobacteriota_1
GCA.003194435.1.Archaea.Halobacteriota_PQXC01000018.1_40	GCA.003194435.1.Archaea.Halobacteriota_1
GCA.003034855.1.Archaea.Halobacteriota_PZKD01000048.1_13	GCA.003034855.1.Archaea.Halobacteriota_1
GCA.001587715.1.Archaea.Methanobacteriota.B_LNGC01000018.1_7	GCA.001587715.1.Archaea.Methanobacteriota.B_1
GCA.001412335.1.Archaea.Halobacteriota_LKUF01000221.1_6	GCA.001412335.1.Archaea.Halobacteriota_1
GCA.003194435.1.Archaea.Halobacteriota_PQXC01000018.1_45	GCA.003194435.1.Archaea.Halobacteriota_2
GCA.001412335.1.Archaea.Halobacteriota_LKUF01000124.1_10	GCA.001412335.1.Archaea.Halobacteriota_2
GCA.001723855.1.Archaea.Altiarchaeota_MCBC01000013.1_16	GCA.001723855.1.Archaea.Altiarchaeota_1
GCA.002083985.1.Archaea.Altiarchaeota_MTER01000147.1_5	GCA.002083985.1.Archaea.Altiarchaeota_2
GCA.002841105.1.Archaea.Altiarchaeota_PHDY01000327.1_1	GCA.002841105.1.Archaea.Altiarchaeota_1
