tips	new_tips
GCF.001306175.1.Bacteria.Chloroflexota_NZ_LGKN01000009.1_209	GCF.001306175.1.Bacteria.Chloroflexota_1
GCF.900176005.1.Bacteria.Firmicutes.B_NZ_LT838272.1_2864	GCF.900176005.1.Bacteria.Firmicutes.B_1
GCA.002400365.1.Bacteria.Chloroflexota_DHFK01000195.1_9	GCA.002400365.1.Bacteria.Chloroflexota_1
GCA.003130875.1.Bacteria.Chloroflexota_QEXY01000043.1_97	GCA.003130875.1.Bacteria.Chloroflexota_1
GCA.003451595.1.Bacteria.Chloroflexota_DMDA01000023.1_8	GCA.003451595.1.Bacteria.Chloroflexota_1
GCF.900187885.1.Bacteria.Chloroflexota_NZ_FYEK01000037.1_22	GCF.900187885.1.Bacteria.Chloroflexota_1
GCF.002277955.1.Bacteria.Planctomycetota_NZ_CP018477.1_1623	GCF.002277955.1.Bacteria.Planctomycetota_1
GCA.003290465.1.Bacteria.Sumerlaeota_CP030759.1_2160	GCA.003290465.1.Bacteria.Sumerlaeota_1
GCF.000266945.1.Bacteria.Desulfobacterota_NC_018025.1_5341	GCF.000266945.1.Bacteria.Desulfobacterota_1
GCA.002898895.1.Bacteria.Armatimonadota_BEHS01000004.1_7	GCA.002898895.1.Bacteria.Armatimonadota_1
GCA.002483445.1.Bacteria.Acidobacteriota_DLHY01000054.1_82	GCA.002483445.1.Bacteria.Acidobacteriota_1
GCA.001805575.1.Bacteria.Omnitrophota_MHGN01000063.1_25	GCA.001805575.1.Bacteria.Omnitrophota_1
GCF.001742305.1.Bacteria.Firmicutes_NZ_MJAT01000035.1_159	GCF.001742305.1.Bacteria.Firmicutes_1
GCA.000961765.1.Bacteria.Firmicutes.B_LADT01000043.1_21	GCA.000961765.1.Bacteria.Firmicutes.B_1
GCA.002897695.1.Bacteria.BMS3Abin14_BDTG01000025.1_9	GCA.002897695.1.Bacteria.BMS3Abin14_1
GCF.000526155.1.Bacteria.Desulfobacterota_NZ_JAFN01000001.1_2312	GCF.000526155.1.Bacteria.Desulfobacterota_1
GCA.000961765.1.Bacteria.Firmicutes.B_LADT01000052.1_10	GCA.000961765.1.Bacteria.Firmicutes.B_2
GCA.000987045.1.Bacteria.Firmicutes.B_LAKY01000032.1_18	GCA.000987045.1.Bacteria.Firmicutes.B_1
GCF.001049895.1.Bacteria.Firmicutes_NZ_CVPE01000004.1_273	GCF.001049895.1.Bacteria.Firmicutes_1
GCF.900176005.1.Bacteria.Firmicutes.B_NZ_LT838272.1_2526	GCF.900176005.1.Bacteria.Firmicutes.B_2
GCF.002207765.1.Bacteria.Firmicutes.B_NZ_BDGJ01000042.1_91	GCF.002207765.1.Bacteria.Firmicutes.B_1
GCF.001950325.1.Bacteria.Firmicutes.B_NZ_BDJL01000038.1_61	GCF.001950325.1.Bacteria.Firmicutes.B_1
GCA.002011075.1.Archaea.Thermoproteota_MTMA01000002.1_56	GCA.002011075.1.Archaea.Thermoproteota_1
GCA.000961765.1.Bacteria.Firmicutes.B_LADT01000043.1_15	GCA.000961765.1.Bacteria.Firmicutes.B_3
GCF.001742305.1.Bacteria.Firmicutes_NZ_MJAT01000035.1_163	GCF.001742305.1.Bacteria.Firmicutes_2
GCF.001561915.1.Bacteria.Firmicutes_NZ_LSKU01000001.1_2089	GCF.001561915.1.Bacteria.Firmicutes_1
GCF.001049895.1.Bacteria.Firmicutes_NZ_CVPE01000005.1_106	GCF.001049895.1.Bacteria.Firmicutes_2
GCF.000315795.1.Bacteria.Proteobacteria_NZ_ANHY01000006.1_291	GCF.000315795.1.Bacteria.Proteobacteria_1
GCF.000374645.1.Bacteria.Proteobacteria_NZ_KB894805.1_101	GCF.000374645.1.Bacteria.Proteobacteria_1
GCF.000177635.2.Bacteria.Chrysiogenota_NC_014836.1_2518	GCF.000177635.2.Bacteria.Chrysiogenota_1
GCA.003023725.1.Bacteria.Firmicutes.E_PXYT01000003.1_94	GCA.003023725.1.Bacteria.Firmicutes.E_1
GCA.001771285.1.Bacteria.Methylomirabilota_METI01000091.1_33	GCA.001771285.1.Bacteria.Methylomirabilota_1
GCA.001803565.1.Bacteria.Nitrospinota.B_MHDQ01000129.1_5	GCA.001803565.1.Bacteria.Nitrospinota.B_1
GCA.007244385.1.Bacteria.Desulfobacterota_SCVX01000006.1_6	GCA.007244385.1.Bacteria.Desulfobacterota_1
GCF.002207765.1.Bacteria.Firmicutes.B_NZ_BDGJ01000010.1_51	GCF.002207765.1.Bacteria.Firmicutes.B_2
