tips	new_tips
GCA.001304105.1.Bacteria.Desulfobacterota_LJUR01000135.1_4	GCA.001304105.1.Bacteria.Desulfobacterota_1
GCA.002731375.1.Bacteria.Proteobacteria_PCBT01000056.1_12	GCA.002731375.1.Bacteria.Proteobacteria_1
GCA.003220615.1.Bacteria.Methylomirabilota_QHTB01000150.1_38	GCA.003220615.1.Bacteria.Methylomirabilota_1
GCA.002632265.1.Bacteria.Proteobacteria_NQOV01000005.1_184	GCA.002632265.1.Bacteria.Proteobacteria_1
GCF.000620305.1.Bacteria.Firmicutes.B_NZ_KK211100.1_670	GCF.000620305.1.Bacteria.Firmicutes.B_1
GCA.000961765.1.Bacteria.Firmicutes.B_LADT01000047.1_53	GCA.000961765.1.Bacteria.Firmicutes.B_1
GCF.001049895.1.Bacteria.Firmicutes_NZ_CVPE01000003.1_235	GCF.001049895.1.Bacteria.Firmicutes_1
GCF.900104455.1.Bacteria.Firmicutes.C_NZ_FNHB01000001.1_986	GCF.900104455.1.Bacteria.Firmicutes.C_1
GCA.003152325.1.Bacteria.Acidobacteriota_PLZX01000061.1_4	GCA.003152325.1.Bacteria.Acidobacteriota_1
GCF.900100785.1.Bacteria.Firmicutes.B_NZ_FNCP01000009.1_53	GCF.900100785.1.Bacteria.Firmicutes.B_1
GCF.001049895.1.Bacteria.Firmicutes_NZ_CVPE01000004.1_267	GCF.001049895.1.Bacteria.Firmicutes_2
GCF.002257705.1.Bacteria.Firmicutes.C_NZ_LSLK01000109.1_89	GCF.002257705.1.Bacteria.Firmicutes.C_1
GCA.000961765.1.Bacteria.Firmicutes.B_LADT01000047.1_56	GCA.000961765.1.Bacteria.Firmicutes.B_2
GCF.900100785.1.Bacteria.Firmicutes.B_NZ_FNCP01000024.1_37	GCF.900100785.1.Bacteria.Firmicutes.B_2
GCA.002436065.1.Bacteria.Chloroflexota_DIXP01000104.1_17	GCA.002436065.1.Bacteria.Chloroflexota_1
GCF.900100785.1.Bacteria.Firmicutes.B_NZ_FNCP01000021.1_45	GCF.900100785.1.Bacteria.Firmicutes.B_3
GCA.002747435.1.Bacteria.Proteobacteria_PDPH01000084.1_3	GCA.002747435.1.Bacteria.Proteobacteria_1
GCF.001051235.1.Bacteria.Proteobacteria_NZ_CBTJ020000080.1_40	GCF.001051235.1.Bacteria.Proteobacteria_1
GCA.003229915.1.Bacteria.Chloroflexota_QIGA01000129.1_14	GCA.003229915.1.Bacteria.Chloroflexota_1
GCA.001797675.1.Bacteria.Desulfobacterota_MGQB01000026.1_98	GCA.001797675.1.Bacteria.Desulfobacterota_1
GCA.001797675.1.Bacteria.Desulfobacterota_MGQB01000023.1_185	GCA.001797675.1.Bacteria.Desulfobacterota_2
GCA.000961655.1.Bacteria.Desulfobacterota_LADR01000028.1_10	GCA.000961655.1.Bacteria.Desulfobacterota_1
GCA.001830835.1.Bacteria.Desulfobacterota_MICJ01000014.1_6	GCA.001830835.1.Bacteria.Desulfobacterota_1
GCA.001830835.1.Bacteria.Desulfobacterota_MICJ01000105.1_4	GCA.001830835.1.Bacteria.Desulfobacterota_2
GCA.001830835.1.Bacteria.Desulfobacterota_MICJ01000108.1_38	GCA.001830835.1.Bacteria.Desulfobacterota_3
