tips	new_tips
GCF.004522215.1.Bacteria.Firmicutes_NZ_SDLR01000003.1_743	GCF.004522215.1.Bacteria.Firmicutes_1
GCA.002897695.1.Bacteria.BMS3Abin14_BDTG01000041.1_11	GCA.002897695.1.Bacteria.BMS3Abin14_1
GCA.002327765.1.Bacteria.Desulfobacterota.E_DCUH01000081.1_13	GCA.002327765.1.Bacteria.Desulfobacterota.E_1
GCA.002897695.1.Bacteria.BMS3Abin14_BDTG01000025.1_3	GCA.002897695.1.Bacteria.BMS3Abin14_2
GCF.000266945.1.Bacteria.Desulfobacterota_NC_018025.1_5539	GCF.000266945.1.Bacteria.Desulfobacterota_1
GCA.002328485.1.Bacteria.Desulfobacterota.G_DCUF01000025.1_21	GCA.002328485.1.Bacteria.Desulfobacterota.G_1
GCA.002878315.1.Bacteria.Thermotogota_PNIW01000072.1_3	GCA.002878315.1.Bacteria.Thermotogota_1
GCF.000166335.1.Bacteria.Firmicutes.A_NC_014657.1_1028	GCF.000166335.1.Bacteria.Firmicutes.A_1
GCF.900111575.1.Bacteria.Firmicutes.D_NZ_FOIF01000009.1_15	GCF.900111575.1.Bacteria.Firmicutes.D_1
GCA.002500605.1.Bacteria.Nitrospinota_DLRR01000012.1_144	GCA.002500605.1.Bacteria.Nitrospinota_1
GCA.003477045.1.Bacteria.Delongbacteria_DMTS01000181.1_3	GCA.003477045.1.Bacteria.Delongbacteria_1
GCA.001805205.1.Bacteria.Nitrospirota_MHER01000126.1_3	GCA.001805205.1.Bacteria.Nitrospirota_1
GCA.002418835.1.Bacteria.Spirochaetota_DIEX01000018.1_400	GCA.002418835.1.Bacteria.Spirochaetota_1
GCA.001304035.1.Bacteria.SM23.31_LJUD01000186.1_3	GCA.001304035.1.Bacteria.SM23.31_1
GCF.900142995.1.Bacteria.Firmicutes.A_NZ_FRCR01000009.1_27	GCF.900142995.1.Bacteria.Firmicutes.A_1
GCA.002238965.1.Bacteria.UBA8248_MPNJ01000003.1_6	GCA.002238965.1.Bacteria.UBA8248_1
GCA.002796125.1.Bacteria.Omnitrophota_PCWA01000066.1_1	GCA.002796125.1.Bacteria.Omnitrophota_1
GCA.002254565.1.Archaea.Altiarchaeota_NJEG01000011.1_28	GCA.002254565.1.Archaea.Altiarchaeota_1
GCA.001742785.1.Archaea.Altiarchaeota_MCBF01000001.1_458	GCA.001742785.1.Archaea.Altiarchaeota_1
GCA.003230535.1.Bacteria.SZUA.182_QIEW01000367.1_6	GCA.003230535.1.Bacteria.SZUA.182_1
GCF.001950325.1.Bacteria.Firmicutes.B_NZ_BDJL01000010.1_18	GCF.001950325.1.Bacteria.Firmicutes.B_1
GCA.001771285.1.Bacteria.Methylomirabilota_METI01000176.1_14	GCA.001771285.1.Bacteria.Methylomirabilota_1
GCF.000620765.1.Bacteria.Desulfobacterota.I_NZ_JIAK01000004.1_17	GCF.000620765.1.Bacteria.Desulfobacterota.I_1
GCA.002702065.1.Bacteria.Chloroflexota_NZXX01000002.1_908	GCA.002702065.1.Bacteria.Chloroflexota_1
GCF.900066015.1.Bacteria.Chloroflexota_NZ_LN890656.1_549	GCF.900066015.1.Bacteria.Chloroflexota_1
GCA.001797415.1.Bacteria.Desulfobacterota_MGPL01000005.1_5	GCA.001797415.1.Bacteria.Desulfobacterota_1
GCA.002841995.1.Bacteria.Chloroflexota_PHBS01000180.1_2	GCA.002841995.1.Bacteria.Chloroflexota_1
GCA.000406005.1.Bacteria.Poribacteria_ASZN01000093.1_8	GCA.000406005.1.Bacteria.Poribacteria_1
GCF.000025005.1.Bacteria.Chloroflexota_NC_013525.1_1474	GCF.000025005.1.Bacteria.Chloroflexota_1
GCA.001768075.1.Bacteria.Myxococcota_MEMX01000070.1_141	GCA.001768075.1.Bacteria.Myxococcota_1
GCA.002418765.1.Bacteria.Firmicutes.B_DIET01000028.1_21	GCA.002418765.1.Bacteria.Firmicutes.B_1
GCA.002451015.1.Bacteria.Acidobacteriota_DKBB01000249.1_10	GCA.002451015.1.Bacteria.Acidobacteriota_1
GCA.002452295.1.Bacteria.Firmicutes.G_DKEX01000028.1_24	GCA.002452295.1.Bacteria.Firmicutes.G_1
GCA.001513145.1.Bacteria.Firmicutes.G_LFSP01000043.1_31	GCA.001513145.1.Bacteria.Firmicutes.G_1
