tips	new_tips
Richelia.intracellularis.HH01_WP_008231974.1	Richelia.intracellularis.HH01_1
GCA.002897715.1.Bacteria.Actinobacteriota_BDUA01000028.1_7	GCA.002897715.1.Bacteria.Actinobacteriota_1
GCA.002347095.1.Bacteria.Desulfobacterota_DDWZ01000016.1_97	GCA.002347095.1.Bacteria.Desulfobacterota_1
GCF.000266945.1.Bacteria.Desulfobacterota_NC_018025.1_5451	GCF.000266945.1.Bacteria.Desulfobacterota_1
GCA.007244385.1.Bacteria.Desulfobacterota_SCVX01000094.1_236	GCA.007244385.1.Bacteria.Desulfobacterota_1
GCF.000195295.1.Bacteria.Desulfobacterota_NC_015388.1_359	GCF.000195295.1.Bacteria.Desulfobacterota_1
GCA.002414805.1.Bacteria.Fibrobacterota_DIAU01000119.1_15	GCA.002414805.1.Bacteria.Fibrobacterota_1
GCA.002429065.1.Bacteria.Verrucomicrobiota_DIYN01000019.1_97	GCA.002429065.1.Bacteria.Verrucomicrobiota_1
GCA.003158755.1.Bacteria.Elusimicrobiota_PMLF01000101.1_7	GCA.003158755.1.Bacteria.Elusimicrobiota_1
GCA.002704825.1.Bacteria.Planctomycetota_PAIY01000058.1_8	GCA.002704825.1.Bacteria.Planctomycetota_1
GCA.003246265.1.Bacteria.Verrucomicrobiota_QKAU01000042.1_10	GCA.003246265.1.Bacteria.Verrucomicrobiota_1
GCA.003242895.1.Bacteria.Margulisbacteria_QKMY01000053.1_38	GCA.003242895.1.Bacteria.Margulisbacteria_1
GCA.001829315.1.Bacteria.Spirochaetota_MIAY01000010.1_69	GCA.001829315.1.Bacteria.Spirochaetota_1
GCA.003245715.1.Bacteria.Planctomycetota_QKCJ01000049.1_168	GCA.003245715.1.Bacteria.Planctomycetota_1
GCA.002418835.1.Bacteria.Spirochaetota_DIEX01000030.1_42	GCA.002418835.1.Bacteria.Spirochaetota_1
GCA.001829155.1.Bacteria.Spirochaetota_MIAO01000074.1_24	GCA.001829155.1.Bacteria.Spirochaetota_1
GCA.000961655.1.Bacteria.Desulfobacterota_LADR01000085.1_5	GCA.000961655.1.Bacteria.Desulfobacterota_1
GCA.000739515.1.Bacteria.Moduliflexota_DF820458.1_511	GCA.000739515.1.Bacteria.Moduliflexota_1
GCF.900104455.1.Bacteria.Firmicutes.C_NZ_FNHB01000005.1_238	GCF.900104455.1.Bacteria.Firmicutes.C_1
GCA.002411145.1.Bacteria.Firmicutes.C_DHRA01000077.1_26	GCA.002411145.1.Bacteria.Firmicutes.C_1
GCF.002607855.1.Bacteria.Firmicutes.B_NZ_AWQQ01000020.1_84	GCF.002607855.1.Bacteria.Firmicutes.B_1
GCF.001742305.1.Bacteria.Firmicutes_NZ_MJAT01000037.1_134	GCF.001742305.1.Bacteria.Firmicutes_1
GCF.002257705.1.Bacteria.Firmicutes.C_NZ_LSLK01000061.1_14	GCF.002257705.1.Bacteria.Firmicutes.C_1
