tips	new_tips
GCF.003258945.1.Bacteria.Proteobacteria_NZ_QLIX01000001.1_226	GCF.003258945.1.Bacteria.Proteobacteria_1
GCA.002402105.1.Bacteria.UBP17_NVVD01000001.1_149	GCA.002402105.1.Bacteria.UBP17_1
GCA.002723345.1.Bacteria.Proteobacteria_PBNV01000037.1_16	GCA.002723345.1.Bacteria.Proteobacteria_1
GCF.000737335.2.Bacteria.Proteobacteria_NZ_JMCC02000079.1_11	GCF.000737335.2.Bacteria.Proteobacteria_1
GCA.002699025.1.Bacteria.Myxococcota_PABA01000038.1_19	GCA.002699025.1.Bacteria.Myxococcota_1
GCF.900106035.1.Bacteria.Actinobacteriota_NZ_FNUC01000003.1_258	GCF.900106035.1.Bacteria.Actinobacteriota_1
GCF.003047285.1.Bacteria.Actinobacteriota_NZ_PZYX01000007.1_162	GCF.003047285.1.Bacteria.Actinobacteriota_1
GCF.002215035.1.Bacteria.Cyanobacteria_NZ_NKFP01000004.1_1102	GCF.002215035.1.Bacteria.Cyanobacteria_1
GCF.000353285.1.Bacteria.Cyanobacteria_NZ_KB731324.1_1521	GCF.000353285.1.Bacteria.Cyanobacteria_1
GCF.002251945.1.Bacteria.Cyanobacteria_NZ_NDHW01000060.1_28	GCF.002251945.1.Bacteria.Cyanobacteria_1
GCA.002347925.1.Bacteria.Chloroflexota_DDYL01000108.1_14	GCA.002347925.1.Bacteria.Chloroflexota_1
GCA.002696345.1.Bacteria.Myxococcota_NZRT01000124.1_4	GCA.002696345.1.Bacteria.Myxococcota_1
GCA.002721815.1.Bacteria.Myxococcota_PBLQ01000061.1_69	GCA.002721815.1.Bacteria.Myxococcota_1
GCA.002724675.1.Bacteria.Myxococcota.A_PBPL01000131.1_3	GCA.002724675.1.Bacteria.Myxococcota.A_1
GCA.002789955.1.Bacteria.Myxococcota_PFUG01000075.1_11	GCA.002789955.1.Bacteria.Myxococcota_1
GCA.002731275.1.Bacteria.Myxococcota_PCBK01000124.1_19	GCA.002731275.1.Bacteria.Myxococcota_1
GCA.000315625.1.Eukaryota.Cryptophyceae_EKX40101.1	GCA.000315625.1.Eukaryota.Cryptophyceae_1
GCA.002779395.1.Bacteria.Bacteroidota_PEWR01000021.1_8	GCA.002779395.1.Bacteria.Bacteroidota_1
GCA.003158365.1.Bacteria.Bacteroidota_PMIW01000036.1_3	GCA.003158365.1.Bacteria.Bacteroidota_1
GCF.002251795.1.Bacteria.Proteobacteria_NZ_NOXU01000032.1_219	GCF.002251795.1.Bacteria.Proteobacteria_1
GCA.002457765.1.Bacteria.Proteobacteria_NTKW01000001.1_89	GCA.002457765.1.Bacteria.Proteobacteria_1
GCF.900172325.1.Bacteria.Proteobacteria_NZ_FWFR01000004.1_192	GCF.900172325.1.Bacteria.Proteobacteria_1
GCF.001613805.1.Bacteria.Proteobacteria_NZ_LPVY01000008.1_120	GCF.001613805.1.Bacteria.Proteobacteria_1
GCA.001735895.1.Bacteria.Proteobacteria_DS021199.1_861	GCA.001735895.1.Bacteria.Proteobacteria_1
GCF.003173035.1.Bacteria.Proteobacteria_NZ_QGLE01000007.1_80	GCF.003173035.1.Bacteria.Proteobacteria_1
GCF.900111015.1.Bacteria.Proteobacteria_NZ_FOFS01000010.1_18	GCF.900111015.1.Bacteria.Proteobacteria_1
GCA.002862435.1.Bacteria.Proteobacteria_PKDC01000057.1_109	GCA.002862435.1.Bacteria.Proteobacteria_1
GCA.003137095.1.Bacteria.Proteobacteria_PLET01000053.1_42	GCA.003137095.1.Bacteria.Proteobacteria_1
GCA.002352565.1.Bacteria.Proteobacteria_DEIQ01000034.1_25	GCA.002352565.1.Bacteria.Proteobacteria_1
GCA.003247575.1.Bacteria.Myxococcota.A_QJZC01000022.1_8	GCA.003247575.1.Bacteria.Myxococcota.A_1
GCA.002338605.1.Bacteria.Proteobacteria_DDIP01000224.1_3	GCA.002338605.1.Bacteria.Proteobacteria_1
GCA.002420425.1.Bacteria.Proteobacteria_DIIC01000046.1_31	GCA.002420425.1.Bacteria.Proteobacteria_1
GCF.000374645.1.Bacteria.Proteobacteria_NZ_KB894807.1_57	GCF.000374645.1.Bacteria.Proteobacteria_1
GCA.001750625.1.Bacteria.Proteobacteria_MEIE01000034.1_8	GCA.001750625.1.Bacteria.Proteobacteria_1
GCA.002796975.1.Bacteria.Proteobacteria_PEKV01000012.1_66	GCA.002796975.1.Bacteria.Proteobacteria_1
GCF.003052605.1.Bacteria.Proteobacteria_NZ_QASO01000118.1_11	GCF.003052605.1.Bacteria.Proteobacteria_1
GCF.000315795.1.Bacteria.Proteobacteria_NZ_ANHY01000015.1_133	GCF.000315795.1.Bacteria.Proteobacteria_1
GCF.006980715.1.Bacteria.Proteobacteria_NZ_SBHN01000005.1_84	GCF.006980715.1.Bacteria.Proteobacteria_1
GCF.900167455.1.Bacteria.Proteobacteria_NZ_FUWJ01000004.1_283	GCF.900167455.1.Bacteria.Proteobacteria_1
