tips	new_tips
GCA.000405685.1.Archaea.Thermoproteota_ASPF01000014.1_20	GCA.000405685.1.Archaea.Thermoproteota_1
GCA.001790645.1.Bacteria.Schekmanbacteria_MGDB01000118.1_2	GCA.001790645.1.Bacteria.Schekmanbacteria_1
GCA.001803565.1.Bacteria.Nitrospinota.B_MHDQ01000079.1_2	GCA.001803565.1.Bacteria.Nitrospinota.B_1
GCA.003229915.1.Bacteria.Chloroflexota_QIGA01000129.1_16	GCA.003229915.1.Bacteria.Chloroflexota_1
GCA.001797675.1.Bacteria.Desulfobacterota_MGQB01000020.1_3	GCA.001797675.1.Bacteria.Desulfobacterota_1
GCA.001830835.1.Bacteria.Desulfobacterota_MICJ01000090.1_2	GCA.001830835.1.Bacteria.Desulfobacterota_1
GCA.007244385.1.Bacteria.Desulfobacterota_SCVX01000065.1_19	GCA.007244385.1.Bacteria.Desulfobacterota_1
GCA.002899795.1.Bacteria.Desulfobacterota_PPDG01000023.1_1	GCA.002899795.1.Bacteria.Desulfobacterota_1
GCA.002408345.1.Bacteria.Firmicutes.G_DHRX01000001.1_11	GCA.002408345.1.Bacteria.Firmicutes.G_1
GCA.002408345.1.Bacteria.Firmicutes.G_DHRX01000053.1_8	GCA.002408345.1.Bacteria.Firmicutes.G_2
GCA.003034855.1.Archaea.Halobacteriota_PZKD01000031.1_7	GCA.003034855.1.Archaea.Halobacteriota_1
GCA.001830835.1.Bacteria.Desulfobacterota_MICJ01000114.1_28	GCA.001830835.1.Bacteria.Desulfobacterota_2
GCA.001513545.1.Bacteria.Firmicutes.B_LFTQ01000059.1_3	GCA.001513545.1.Bacteria.Firmicutes.B_1
GCA.003130875.1.Bacteria.Chloroflexota_QEXY01000184.1_4	GCA.003130875.1.Bacteria.Chloroflexota_1
GCA.001593865.1.Archaea.Thermoproteota_LUCB01000008.1_20	GCA.001593865.1.Archaea.Thermoproteota_1
GCA.002423325.1.Bacteria.Chloroflexota_DIVQ01000187.1_12	GCA.002423325.1.Bacteria.Chloroflexota_1
GCF.000020005.1.Bacteria.Firmicutes.D_NC_010718.1_2294	GCF.000020005.1.Bacteria.Firmicutes.D_1
GCA.002408345.1.Bacteria.Firmicutes.G_DHRX01000005.1_2	GCA.002408345.1.Bacteria.Firmicutes.G_3
GCA.002451015.1.Bacteria.Acidobacteriota_DKBB01000414.1_11	GCA.002451015.1.Bacteria.Acidobacteriota_1
GCA.001775995.1.Archaea.Thermoproteota_MEZH01000001.1_20	GCA.001775995.1.Archaea.Thermoproteota_1
GCA.000405685.1.Archaea.Thermoproteota_ASPF01000007.1_31	GCA.000405685.1.Archaea.Thermoproteota_2
GCA.002291985.1.Bacteria.Firmicutes.E_DBBB01000030.1_5	GCA.002291985.1.Bacteria.Firmicutes.E_1
GCA.000987045.1.Bacteria.Firmicutes.B_LAKY01000050.1_22	GCA.000987045.1.Bacteria.Firmicutes.B_1
GCA.000961765.1.Bacteria.Firmicutes.B_LADT01000053.1_77	GCA.000961765.1.Bacteria.Firmicutes.B_1
GCA.002400365.1.Bacteria.Chloroflexota_DHFK01000032.1_39	GCA.002400365.1.Bacteria.Chloroflexota_1
GCF.000092185.1.Archaea.Thermoproteota_NC_014160.1_448	GCF.000092185.1.Archaea.Thermoproteota_1
GCF.002214485.1.Archaea.Methanobacteriota.B_NZ_CP015102.1_567	GCF.002214485.1.Archaea.Methanobacteriota.B_1
GCA.001593865.1.Archaea.Thermoproteota_LUCB01000004.1_44	GCA.001593865.1.Archaea.Thermoproteota_2
GCA.001774245.1.Archaea.Thermoproteota_MEZF01000061.1_22	GCA.001774245.1.Archaea.Thermoproteota_1
GCA.001774245.1.Archaea.Thermoproteota_MEZF01000061.1_25	GCA.001774245.1.Archaea.Thermoproteota_2
GCA.001774245.1.Archaea.Thermoproteota_MEZF01000061.1_21	GCA.001774245.1.Archaea.Thermoproteota_3
GCA.001593875.1.Archaea.Thermoproteota_LUCA01000036.1_3	GCA.001593875.1.Archaea.Thermoproteota_1
GCA.002366595.1.Bacteria.Chloroflexota_DFBK01000030.1_23	GCA.002366595.1.Bacteria.Chloroflexota_1
GCA.001797675.1.Bacteria.Desulfobacterota_MGQB01000016.1_32	GCA.001797675.1.Bacteria.Desulfobacterota_2
GCA.001302725.1.Bacteria.Zixibacteria_LIZU01000100.1_5	GCA.001302725.1.Bacteria.Zixibacteria_1
GCF.000526155.1.Bacteria.Desulfobacterota_NZ_JAFN01000001.1_706	GCF.000526155.1.Bacteria.Desulfobacterota_1
GCA.001735895.1.Bacteria.Proteobacteria_DS021202.1_150	GCA.001735895.1.Bacteria.Proteobacteria_1
GCA.002292285.1.Bacteria.Proteobacteria_DBBP01000024.1_74	GCA.002292285.1.Bacteria.Proteobacteria_1
GCA.002717225.1.Bacteria.Proteobacteria_PBDG01000008.1_16	GCA.002717225.1.Bacteria.Proteobacteria_1
GCA.002722885.1.Bacteria.Proteobacteria_PBNE01000012.1_12	GCA.002722885.1.Bacteria.Proteobacteria_1
GCA.001735895.1.Bacteria.Proteobacteria_DS021200.1_286	GCA.001735895.1.Bacteria.Proteobacteria_2
GCA.002722885.1.Bacteria.Proteobacteria_PBNE01000001.1_82	GCA.002722885.1.Bacteria.Proteobacteria_2
GCA.002389045.1.Bacteria.Proteobacteria_DGNS01000005.1_378	GCA.002389045.1.Bacteria.Proteobacteria_1
GCA.002454015.1.Bacteria.Proteobacteria_DKIB01000092.1_5	GCA.002454015.1.Bacteria.Proteobacteria_1
GCA.002292285.1.Bacteria.Proteobacteria_DBBP01000017.1_65	GCA.002292285.1.Bacteria.Proteobacteria_2
GCA.002868855.1.Bacteria.Proteobacteria_PKUM01000214.1_4	GCA.002868855.1.Bacteria.Proteobacteria_1
GCA.001735895.1.Bacteria.Proteobacteria_DS021198.1_58	GCA.001735895.1.Bacteria.Proteobacteria_3
GCA.002722885.1.Bacteria.Proteobacteria_PBNE01000003.1_47	GCA.002722885.1.Bacteria.Proteobacteria_3
GCA.002717225.1.Bacteria.Proteobacteria_PBDG01000006.1_2	GCA.002717225.1.Bacteria.Proteobacteria_2
GCF.006980715.1.Bacteria.Proteobacteria_NZ_SBHN01000022.1_74	GCF.006980715.1.Bacteria.Proteobacteria_1
GCA.002420425.1.Bacteria.Proteobacteria_DIIC01000017.1_151	GCA.002420425.1.Bacteria.Proteobacteria_1
GCA.002686135.1.Bacteria.Proteobacteria_NZAO01000022.1_7	GCA.002686135.1.Bacteria.Proteobacteria_1
GCA.002238415.1.Bacteria.Desulfobacterota.B_MPMI01000016.1_13	GCA.002238415.1.Bacteria.Desulfobacterota.B_1
GCA.003194485.1.Bacteria.Desulfobacterota_PQXD01000015.1_39	GCA.003194485.1.Bacteria.Desulfobacterota_1
GCA.001751085.1.Bacteria.Desulfobacterota_MAXP01000023.1_2	GCA.001751085.1.Bacteria.Desulfobacterota_1
GCA.002352365.1.Bacteria.Chloroflexota_DEIJ01000171.1_27	GCA.002352365.1.Bacteria.Chloroflexota_1
GCA.002420425.1.Bacteria.Proteobacteria_DIIC01000012.1_19	GCA.002420425.1.Bacteria.Proteobacteria_2
GCA.002402635.1.Bacteria.Deferribacterota_DHGE01000048.1_52	GCA.002402635.1.Bacteria.Deferribacterota_1
GCA.003527405.1.Bacteria.Atribacterota_DPXH01000094.1_1	GCA.003527405.1.Bacteria.Atribacterota_1
GCA.001443005.1.Bacteria.Synergistota_LEKQ01000005.1_193	GCA.001443005.1.Bacteria.Synergistota_1
GCA.002376045.1.Bacteria.Firmicutes.A_DFNM01000066.1_4	GCA.002376045.1.Bacteria.Firmicutes.A_1
GCA.000739515.1.Bacteria.Moduliflexota_DF820457.1_598	GCA.000739515.1.Bacteria.Moduliflexota_1
GCA.001513545.1.Bacteria.Firmicutes.B_LFTQ01000170.1_2	GCA.001513545.1.Bacteria.Firmicutes.B_2
GCA.003242675.1.Bacteria.Firmicutes.E_QGVE01000013.1_4	GCA.003242675.1.Bacteria.Firmicutes.E_1
