tips	new_tips
GCA.001783275.1.Bacteria.Margulisbacteria_MFRH01000032.1_4	GCA.001783275.1.Bacteria.Margulisbacteria_1
GCA.900317035.1.Bacteria.Firmicutes.A_ONFC01000088.1_5	GCA.900317035.1.Bacteria.Firmicutes.A_1
GCA.002897715.1.Bacteria.Actinobacteriota_BDUA01000025.1_1	GCA.002897715.1.Bacteria.Actinobacteriota_1
GCA.002367275.1.Bacteria.Chloroflexota_DFBE01000048.1_3	GCA.002367275.1.Bacteria.Chloroflexota_1
GCF.000970205.1.Archaea.Halobacteriota_NZ_CP009512.1_621	GCF.000970205.1.Archaea.Halobacteriota_1
GCF.002252565.1.Bacteria.Firmicutes.A_NZ_NPML01000019.1_408	GCF.002252565.1.Bacteria.Firmicutes.A_1
GCA.002307275.1.Bacteria.Firmicutes.A_DBTX01000018.1_24	GCA.002307275.1.Bacteria.Firmicutes.A_1
GCF.000430605.1.Bacteria.Firmicutes.C_WP_018701495.1	GCF.000430605.1.Bacteria.Firmicutes.C_1
GCF.002257705.1.Bacteria.Firmicutes.C_NZ_LSLK01000061.1_20	GCF.002257705.1.Bacteria.Firmicutes.C_1
GCF.002607855.1.Bacteria.Firmicutes.B_NZ_AWQQ01000020.1_77	GCF.002607855.1.Bacteria.Firmicutes.B_1
GCF.000526155.1.Bacteria.Desulfobacterota_NZ_JAFN01000001.1_2219	GCF.000526155.1.Bacteria.Desulfobacterota_1
GCF.000266945.1.Bacteria.Desulfobacterota_NC_018025.1_5444	GCF.000266945.1.Bacteria.Desulfobacterota_1
GCA.000961655.1.Bacteria.Desulfobacterota_LADR01000085.1_11	GCA.000961655.1.Bacteria.Desulfobacterota_1
GCF.000020025.1.Bacteria.Cyanobacteria_NC_010628.1_6202	GCF.000020025.1.Bacteria.Cyanobacteria_1
GCF.000020025.1.Bacteria.Cyanobacteria_NC_010628.1_1089	GCF.000020025.1.Bacteria.Cyanobacteria_2
GCF.000020025.1.Bacteria.Cyanobacteria_NC_010628.1_441	GCF.000020025.1.Bacteria.Cyanobacteria_3
Nostoc.sp.PCC7120_WP_010995048.1	Nostoc.sp.PCC7120_1
Nostoc.sp.PCC7120_WP_010995626.1	Nostoc.sp.PCC7120_2
Fischerella.muscicola.CCMEE5323_WP_016865872.1	Fischerella.muscicola.CCMEE5323_1
GCF.000316115.1.Bacteria.Cyanobacteria_NZ_JH993797.1_1067	GCF.000316115.1.Bacteria.Cyanobacteria_1
GCF.002215035.1.Bacteria.Cyanobacteria_NZ_NKFP01000006.1_208	GCF.002215035.1.Bacteria.Cyanobacteria_1
GCF.000353285.1.Bacteria.Cyanobacteria_NZ_KB731324.1_3509	GCF.000353285.1.Bacteria.Cyanobacteria_1
GCF.002251945.1.Bacteria.Cyanobacteria_NZ_NDHW01000087.1_48	GCF.002251945.1.Bacteria.Cyanobacteria_1
UCYNA_WP_012954002.1	UCYNA_1
UCYNA2_KFF41299.1	UCYNA2_1
GCF.000017845.1.Bacteria.Cyanobacteria_NC_010546.1_539	GCF.000017845.1.Bacteria.Cyanobacteria_1
GCF.000192575.1.Bacteria.Proteobacteria_NZ_GL876925.1_61	GCF.000192575.1.Bacteria.Proteobacteria_1
GCF.900111015.1.Bacteria.Proteobacteria_NZ_FOFS01000010.1_93	GCF.900111015.1.Bacteria.Proteobacteria_1
GCF.001697225.1.Bacteria.Proteobacteria_NZ_CP014671.1_48	GCF.001697225.1.Bacteria.Proteobacteria_1
GCA.002862435.1.Bacteria.Proteobacteria_PKDC01000060.1_15	GCA.002862435.1.Bacteria.Proteobacteria_1
GCF.000315795.1.Bacteria.Proteobacteria_NZ_ANHY01000007.1_47	GCF.000315795.1.Bacteria.Proteobacteria_1
GCA.002340345.1.Bacteria.Proteobacteria_DDLW01000155.1_1	GCA.002340345.1.Bacteria.Proteobacteria_1
GCF.003173035.1.Bacteria.Proteobacteria_NZ_QGLE01000002.1_391	GCF.003173035.1.Bacteria.Proteobacteria_1
GCF.006980715.1.Bacteria.Proteobacteria_NZ_SBHN01000005.1_120	GCF.006980715.1.Bacteria.Proteobacteria_1
GCA.001803795.1.Bacteria.Nitrospirota_MHEK01000009.1_2	GCA.001803795.1.Bacteria.Nitrospirota_1
GCA.002347965.1.Bacteria.UBA2233_DDYN01000017.1_2	GCA.002347965.1.Bacteria.UBA2233_1
GCF.900100785.1.Bacteria.Firmicutes.B_NZ_FNCP01000001.1_339	GCF.900100785.1.Bacteria.Firmicutes.B_1
GCA.003246265.1.Bacteria.Verrucomicrobiota_QKAU01000017.1_72	GCA.003246265.1.Bacteria.Verrucomicrobiota_1
GCA.002414805.1.Bacteria.Fibrobacterota_DIAU01000119.1_8	GCA.002414805.1.Bacteria.Fibrobacterota_1
GCA.002414805.1.Bacteria.Fibrobacterota_DIAU01000119.1_12	GCA.002414805.1.Bacteria.Fibrobacterota_2
GCA.002429065.1.Bacteria.Verrucomicrobiota_DIYN01000019.1_87	GCA.002429065.1.Bacteria.Verrucomicrobiota_1
GCA.003245715.1.Bacteria.Planctomycetota_QKCJ01000049.1_162	GCA.003245715.1.Bacteria.Planctomycetota_1
GCA.002347095.1.Bacteria.Desulfobacterota_DDWZ01000016.1_79	GCA.002347095.1.Bacteria.Desulfobacterota_1
GCA.002704825.1.Bacteria.Planctomycetota_PAIY01000058.1_3	GCA.002704825.1.Bacteria.Planctomycetota_1
GCA.003232385.1.Bacteria.SZUA.79_QIJE01000001.1_91	GCA.003232385.1.Bacteria.SZUA.79_1
GCA.001829315.1.Bacteria.Spirochaetota_MIAY01000010.1_75	GCA.001829315.1.Bacteria.Spirochaetota_1
GCA.007244385.1.Bacteria.Desulfobacterota_SCVX01000094.1_243	GCA.007244385.1.Bacteria.Desulfobacterota_1
GCF.000195295.1.Bacteria.Desulfobacterota_NC_015388.1_352	GCF.000195295.1.Bacteria.Desulfobacterota_1
GCA.000739515.1.Bacteria.Moduliflexota_DF820458.1_517	GCA.000739515.1.Bacteria.Moduliflexota_1
GCA.003242895.1.Bacteria.Margulisbacteria_QKMY01000053.1_32	GCA.003242895.1.Bacteria.Margulisbacteria_1
GCA.002418835.1.Bacteria.Spirochaetota_DIEX01000030.1_48	GCA.002418835.1.Bacteria.Spirochaetota_1
