tips	new_tips
GCF.002215035.1.Bacteria.Cyanobacteria_NZ_NKFP01000006.1_212	GCF.002215035.1.Bacteria.Cyanobacteria_1
GCF.000195295.1.Bacteria.Desulfobacterota_NC_015388.1_581	GCF.000195295.1.Bacteria.Desulfobacterota_1
GCA.002451015.1.Bacteria.Acidobacteriota_DKBB01000416.1_3	GCA.002451015.1.Bacteria.Acidobacteriota_1
GCA.002011835.1.Bacteria.Desulfobacterota_MTPE01000341.1_1	GCA.002011835.1.Bacteria.Desulfobacterota_1
GCF.000195295.1.Bacteria.Desulfobacterota_NC_015388.1_360	GCF.000195295.1.Bacteria.Desulfobacterota_2
GCF.000266945.1.Bacteria.Desulfobacterota_NC_018025.1_5452	GCF.000266945.1.Bacteria.Desulfobacterota_1
GCA.002347095.1.Bacteria.Desulfobacterota_DDWZ01000016.1_98	GCA.002347095.1.Bacteria.Desulfobacterota_1
GCA.007244385.1.Bacteria.Desulfobacterota_SCVX01000094.1_235	GCA.007244385.1.Bacteria.Desulfobacterota_1
GCF.000526155.1.Bacteria.Desulfobacterota_NZ_JAFN01000001.1_2215	GCF.000526155.1.Bacteria.Desulfobacterota_1
GCA.002414805.1.Bacteria.Fibrobacterota_DIAU01000119.1_16	GCA.002414805.1.Bacteria.Fibrobacterota_1
GCA.003245715.1.Bacteria.Planctomycetota_QKCJ01000049.1_169	GCA.003245715.1.Bacteria.Planctomycetota_1
GCA.003158755.1.Bacteria.Elusimicrobiota_PMLF01000101.1_6	GCA.003158755.1.Bacteria.Elusimicrobiota_1
GCA.003246265.1.Bacteria.Verrucomicrobiota_QKAU01000042.1_11	GCA.003246265.1.Bacteria.Verrucomicrobiota_1
GCA.002429065.1.Bacteria.Verrucomicrobiota_DIYN01000019.1_98	GCA.002429065.1.Bacteria.Verrucomicrobiota_1
GCA.002704825.1.Bacteria.Planctomycetota_PAIY01000058.1_9	GCA.002704825.1.Bacteria.Planctomycetota_1
GCA.001829155.1.Bacteria.Spirochaetota_MIAO01000074.1_23	GCA.001829155.1.Bacteria.Spirochaetota_1
GCA.003242895.1.Bacteria.Margulisbacteria_QKMY01000053.1_39	GCA.003242895.1.Bacteria.Margulisbacteria_1
GCA.000739515.1.Bacteria.Moduliflexota_DF820458.1_510	GCA.000739515.1.Bacteria.Moduliflexota_1
GCA.000961655.1.Bacteria.Desulfobacterota_LADR01000085.1_4	GCA.000961655.1.Bacteria.Desulfobacterota_1
GCA.001829315.1.Bacteria.Spirochaetota_MIAY01000010.1_68	GCA.001829315.1.Bacteria.Spirochaetota_1
