tips	new_tips
GCA.002899795.1.Bacteria.Desulfobacterota_PPDG01000178.1_6	GCA.002899795.1.Bacteria.Desulfobacterota_1
GCA.002717225.1.Bacteria.Proteobacteria_PBDG01000006.1_8	GCA.002717225.1.Bacteria.Proteobacteria_1
GCA.002348365.1.Bacteria.Proteobacteria_DEBC01000060.1_5	GCA.002348365.1.Bacteria.Proteobacteria_1
GCA.002723345.1.Bacteria.Proteobacteria_PBNV01000057.1_89	GCA.002723345.1.Bacteria.Proteobacteria_1
GCF.002798435.1.Bacteria.Proteobacteria_WP_109793134.1	GCF.002798435.1.Bacteria.Proteobacteria_1
GCF.900172325.1.Bacteria.Proteobacteria_NZ_FWFR01000002.1_281	GCF.900172325.1.Bacteria.Proteobacteria_1
GCA.002386945.1.Bacteria.Proteobacteria_DGKH01000016.1_14	GCA.002386945.1.Bacteria.Proteobacteria_1
GCA.002631715.1.Bacteria.Proteobacteria_MRSX01000003.1_167	GCA.002631715.1.Bacteria.Proteobacteria_1
GCA.006969625.1.Bacteria.Proteobacteria_CP030885.1_1195	GCA.006969625.1.Bacteria.Proteobacteria_1
GCA.002457765.1.Bacteria.Proteobacteria_NTKW01000049.1_7	GCA.002457765.1.Bacteria.Proteobacteria_1
GCA.002746645.1.Bacteria.Proteobacteria_PDPU01000033.1_13	GCA.002746645.1.Bacteria.Proteobacteria_1
GCA.001735895.1.Bacteria.Proteobacteria_DS021200.1_300	GCA.001735895.1.Bacteria.Proteobacteria_1
GCA.002868855.1.Bacteria.Proteobacteria_PKUM01000336.1_5	GCA.002868855.1.Bacteria.Proteobacteria_1
GCA.002722885.1.Bacteria.Proteobacteria_PBNE01000006.1_142	GCA.002722885.1.Bacteria.Proteobacteria_1
GCA.002292285.1.Bacteria.Proteobacteria_DBBP01000008.1_353	GCA.002292285.1.Bacteria.Proteobacteria_1
GCA.002238415.1.Bacteria.Desulfobacterota.B_MPMI01000030.1_65	GCA.002238415.1.Bacteria.Desulfobacterota.B_1
GCA.003280605.1.Bacteria.Proteobacteria_QCEM01000016.1_30	GCA.003280605.1.Bacteria.Proteobacteria_1
GCA.002731375.1.Bacteria.Proteobacteria_PCBT01000048.1_28	GCA.002731375.1.Bacteria.Proteobacteria_1
GCF.001614315.2.Bacteria.Proteobacteria_NZ_LVEG02000009.1_4	GCF.001614315.2.Bacteria.Proteobacteria_1
GCF.000315795.1.Bacteria.Proteobacteria_NZ_ANHY01000012.1_39	GCF.000315795.1.Bacteria.Proteobacteria_1
GCA.002007425.1.Bacteria.Proteobacteria_MUGK01000007.1_31	GCA.002007425.1.Bacteria.Proteobacteria_1
GCA.002898275.1.Bacteria.Proteobacteria_BEIQ01000001.1_764	GCA.002898275.1.Bacteria.Proteobacteria_1
GCA.002717185.1.Bacteria.Proteobacteria_PBDC01000023.1_15	GCA.002717185.1.Bacteria.Proteobacteria_1
GCA.002686135.1.Bacteria.Proteobacteria_NZAO01000037.1_5	GCA.002686135.1.Bacteria.Proteobacteria_1
GCF.002148795.1.Bacteria.Proteobacteria_NZ_MPOB01000002.1_298	GCF.002148795.1.Bacteria.Proteobacteria_1
GCF.000024725.1.Bacteria.Proteobacteria_NC_013960.1_504	GCF.000024725.1.Bacteria.Proteobacteria_1
GCA.001464215.1.Bacteria.Proteobacteria_LNEZ01000073.1_17	GCA.001464215.1.Bacteria.Proteobacteria_1
GCA.002796975.1.Bacteria.Proteobacteria_PEKV01000004.1_418	GCA.002796975.1.Bacteria.Proteobacteria_1
GCF.006980715.1.Bacteria.Proteobacteria_NZ_SBHN01000005.1_90	GCF.006980715.1.Bacteria.Proteobacteria_1
GCA.002411145.1.Bacteria.Firmicutes.C_DHRA01000052.1_15	GCA.002411145.1.Bacteria.Firmicutes.C_1
GCA.002327985.1.Bacteria.Desulfobacterota_DCVM01000018.1_9	GCA.002327985.1.Bacteria.Desulfobacterota_1
GCA.002328485.1.Bacteria.Desulfobacterota.G_DCUF01000056.1_12	GCA.002328485.1.Bacteria.Desulfobacterota.G_1
GCA.001768075.1.Bacteria.Myxococcota_MEMX01000030.1_44	GCA.001768075.1.Bacteria.Myxococcota_1
GCA.003242675.1.Bacteria.Firmicutes.E_QGVE01000005.1_20	GCA.003242675.1.Bacteria.Firmicutes.E_1
GCF.000620305.1.Bacteria.Firmicutes.B_NZ_JHVU01000024.1_122	GCF.000620305.1.Bacteria.Firmicutes.B_1
GCA.002402635.1.Bacteria.Deferribacterota_DHGE01000041.1_24	GCA.002402635.1.Bacteria.Deferribacterota_1
GCA.007244385.1.Bacteria.Desulfobacterota_SCVX01000031.1_121	GCA.007244385.1.Bacteria.Desulfobacterota_1
GCA.001896555.1.Bacteria.Desulfobacterota_MPOS01000029.1_23	GCA.001896555.1.Bacteria.Desulfobacterota_1
GCF.000620765.1.Bacteria.Desulfobacterota.I_NZ_KK211185.1_106	GCF.000620765.1.Bacteria.Desulfobacterota.I_1
GCF.000233775.1.Bacteria.Synergistota_NC_016148.1_1757	GCF.000233775.1.Bacteria.Synergistota_1
GCA.002418835.1.Bacteria.Spirochaetota_DIEX01000013.1_59	GCA.002418835.1.Bacteria.Spirochaetota_1
GCA.002347645.1.Bacteria.Actinobacteriota_DDYF01000029.1_26	GCA.002347645.1.Bacteria.Actinobacteriota_1
GCA.001940655.1.Archaea.Asgardarchaeota_MBAA01000184.1_15	GCA.001940655.1.Archaea.Asgardarchaeota_1
GCA.001775755.1.Bacteria.Acidobacteriota_MEYF01000131.1_16	GCA.001775755.1.Bacteria.Acidobacteriota_1
GCA.003223635.1.Bacteria.Acidobacteriota_QHVS01000334.1_3	GCA.003223635.1.Bacteria.Acidobacteriota_1
GCA.002898795.1.Bacteria.Desulfobacterota.B_BEIG01000021.1_15	GCA.002898795.1.Bacteria.Desulfobacterota.B_1
GCF.000020005.1.Bacteria.Firmicutes.D_NC_010718.1_449	GCF.000020005.1.Bacteria.Firmicutes.D_1
GCA.002375925.1.Bacteria.Firmicutes.E_DFNE01000078.1_2	GCA.002375925.1.Bacteria.Firmicutes.E_1
GCA.003153275.1.Bacteria.Nitrospirota_PLXX01000086.1_20	GCA.003153275.1.Bacteria.Nitrospirota_1
GCA.003454665.1.Bacteria.Nitrospirota_DMKB01000084.1_4	GCA.003454665.1.Bacteria.Nitrospirota_1
GCA.003235715.1.Bacteria.Nitrospirota_QJVM01000184.1_9	GCA.003235715.1.Bacteria.Nitrospirota_1
GCA.002877985.1.Bacteria.Desulfobacterota_PNIK01000032.1_13	GCA.002877985.1.Bacteria.Desulfobacterota_1
GCA.001873285.1.Bacteria.CG2.30.53.67_MNYV01000150.1_6	GCA.001873285.1.Bacteria.CG2.30.53.67_1
GCA.001803795.1.Bacteria.Nitrospirota_MHEK01000030.1_25	GCA.001803795.1.Bacteria.Nitrospirota_1
GCA.001273335.1.Archaea.Thermoproteota_LFWV01000034.1_16	GCA.001273335.1.Archaea.Thermoproteota_1
GCA.001593855.1.Archaea.Thermoproteota_LUCC01000023.1_8	GCA.001593855.1.Archaea.Thermoproteota_1
GCA.001515205.2.Archaea.Hadarchaeota_LQMQ01000065.1_15	GCA.001515205.2.Archaea.Hadarchaeota_1
GCA.002494765.1.Archaea.Thermoplasmatota_DACJ01000055.1_19	GCA.002494765.1.Archaea.Thermoplasmatota_1
GCA.001774245.1.Archaea.Thermoproteota_MEZF01000047.1_47	GCA.001774245.1.Archaea.Thermoproteota_1
GCF.000378005.1.Bacteria.Coprothermobacterota_NZ_KB899040.1_1369	GCF.000378005.1.Bacteria.Coprothermobacterota_1
GCA.002011075.1.Archaea.Thermoproteota_MTMA01000004.1_612	GCA.002011075.1.Archaea.Thermoproteota_1
GCA.002011085.1.Archaea.Thermoproteota_MTMB01000001.1_117	GCA.002011085.1.Archaea.Thermoproteota_1
GCA.001593865.1.Archaea.Thermoproteota_LUCB01000010.1_74	GCA.001593865.1.Archaea.Thermoproteota_1
GCA.002717805.1.Bacteria.Chloroflexota_PBBS01000013.1_34	GCA.002717805.1.Bacteria.Chloroflexota_1
GCF.001953175.1.Bacteria.Chloroflexota_NZ_CP018258.1_1297	GCF.001953175.1.Bacteria.Chloroflexota_1
GCA.002414865.1.Bacteria.Fermentibacterota_DIAQ01000075.1_2	GCA.002414865.1.Bacteria.Fermentibacterota_1
GCF.000970205.1.Archaea.Halobacteriota_NZ_CP009512.1_3302	GCF.000970205.1.Archaea.Halobacteriota_1
GCA.002256595.1.Archaea.Halobacteriota_NOLC01000061.1_12	GCA.002256595.1.Archaea.Halobacteriota_1
GCA.001800745.1.Archaea.Thermoplasmatota_MGVZ01000029.1_49	GCA.001800745.1.Archaea.Thermoplasmatota_1
GCA.001768645.1.Bacteria.Actinobacteriota_MELK01000047.1_57	GCA.001768645.1.Bacteria.Actinobacteriota_1
GCA.003157385.1.Bacteria.Actinobacteriota_PMJJ01000114.1_4	GCA.003157385.1.Bacteria.Actinobacteriota_1
GCA.001768645.1.Bacteria.Actinobacteriota_MELK01000047.1_50	GCA.001768645.1.Bacteria.Actinobacteriota_2
GCA.001771505.1.Bacteria.Margulisbacteria_MEUA01000009.1_29	GCA.001771505.1.Bacteria.Margulisbacteria_1
GCF.000384115.1.Bacteria.Actinobacteriota_NZ_KB913029.1_5022	GCF.000384115.1.Bacteria.Actinobacteriota_1
GCF.001306175.1.Bacteria.Chloroflexota_NZ_LGKN01000003.1_327	GCF.001306175.1.Bacteria.Chloroflexota_1
GCA.003221825.1.Bacteria.Gemmatimonadota_QHUE01000114.1_7	GCA.003221825.1.Bacteria.Gemmatimonadota_1
GCA.003222815.1.Bacteria.Acidobacteriota_QHXC01000572.1_1	GCA.003222815.1.Bacteria.Acidobacteriota_1
GCA.002451015.1.Bacteria.Acidobacteriota_DKBB01000030.1_20	GCA.002451015.1.Bacteria.Acidobacteriota_1
GCA.003170085.1.Bacteria.Planctomycetota_PMZT01000192.1_22	GCA.003170085.1.Bacteria.Planctomycetota_1
GCA.002376005.1.Bacteria.Firmicutes.E_DFNJ01000035.1_43	GCA.002376005.1.Bacteria.Firmicutes.E_1
GCA.003130875.1.Bacteria.Chloroflexota_QEXY01000069.1_26	GCA.003130875.1.Bacteria.Chloroflexota_1
GCA.003503675.1.Bacteria.Cyanobacteria_DOBT01000149.1_20	GCA.003503675.1.Bacteria.Cyanobacteria_1
GCA.003220615.1.Bacteria.Methylomirabilota_QHTB01000014.1_9	GCA.003220615.1.Bacteria.Methylomirabilota_1
GCA.001771285.1.Bacteria.Methylomirabilota_METI01000041.1_3	GCA.001771285.1.Bacteria.Methylomirabilota_1
GCA.001797675.1.Bacteria.Desulfobacterota_MGQB01000015.1_88	GCA.001797675.1.Bacteria.Desulfobacterota_1
GCA.001768075.1.Bacteria.Myxococcota_MEMX01000031.1_21	GCA.001768075.1.Bacteria.Myxococcota_2
