tips	new_tips
GCF.001280305.1.Bacteria.Bacteroidota_NZ_CP012623.1_1676	GCF.001280305.1.Bacteria.Bacteroidota_1
GCF.003443735.1.Bacteria.Actinobacteriota_NZ_CP031969.1_1952	GCF.003443735.1.Bacteria.Actinobacteriota_1
GCA.003167015.1.Bacteria.Bacteroidota_PMUF01000130.1_36	GCA.003167015.1.Bacteria.Bacteroidota_1
GCA.002862435.1.Bacteria.Proteobacteria_PKDC01000050.1_27	GCA.002862435.1.Bacteria.Proteobacteria_1
GCF.001280305.1.Bacteria.Bacteroidota_NZ_CP012623.1_974	GCF.001280305.1.Bacteria.Bacteroidota_2
GCF.000266945.1.Bacteria.Desulfobacterota_NC_018025.1_642	GCF.000266945.1.Bacteria.Desulfobacterota_1
GCA.002721365.1.Bacteria.Proteobacteria_PBKC01000031.1_41	GCA.002721365.1.Bacteria.Proteobacteria_1
GCF.003258945.1.Bacteria.Proteobacteria_NZ_QLIX01000003.1_63	GCF.003258945.1.Bacteria.Proteobacteria_1
GCF.000264455.2.Bacteria.Proteobacteria_NC_017957.2_299	GCF.000264455.2.Bacteria.Proteobacteria_1
GCF.003612015.1.Bacteria.Proteobacteria_NZ_RARB01000006.1_193	GCF.003612015.1.Bacteria.Proteobacteria_1
GCF.000017845.1.Bacteria.Cyanobacteria_NC_010546.1_3372	GCF.000017845.1.Bacteria.Cyanobacteria_1
GCF.900105685.1.Bacteria.Verrucomicrobiota_NZ_LT629781.1_2037	GCF.900105685.1.Bacteria.Verrucomicrobiota_1
GCF.004348535.1.Bacteria.Actinobacteriota_NZ_SMJX01000083.1_7	GCF.004348535.1.Bacteria.Actinobacteriota_1
GCF.003443735.1.Bacteria.Actinobacteriota_NZ_CP031969.1_476	GCF.003443735.1.Bacteria.Actinobacteriota_2
GCF.003443735.1.Bacteria.Actinobacteriota_NZ_CP031969.1_24	GCF.003443735.1.Bacteria.Actinobacteriota_3
GCF.001942305.1.Bacteria.Actinobacteriota_NZ_MKKE01000085.1_10	GCF.001942305.1.Bacteria.Actinobacteriota_1
GCF.001942305.1.Bacteria.Actinobacteriota_NZ_MKKE01000001.1_123	GCF.001942305.1.Bacteria.Actinobacteriota_2
GCF.900177345.1.Bacteria.Proteobacteria_NZ_FWZT01000017.1_11	GCF.900177345.1.Bacteria.Proteobacteria_1
GCF.900102465.1.Bacteria.Proteobacteria_NZ_FNBW01000001.1_367	GCF.900102465.1.Bacteria.Proteobacteria_1
GCA.002280485.1.Bacteria.Proteobacteria_NCED01000044.1_44	GCA.002280485.1.Bacteria.Proteobacteria_1
GCF.900167455.1.Bacteria.Proteobacteria_NZ_FUWJ01000002.1_760	GCF.900167455.1.Bacteria.Proteobacteria_1
GCA.002436065.1.Bacteria.Chloroflexota_DIXP01000118.1_61	GCA.002436065.1.Bacteria.Chloroflexota_1
GCA.003242195.1.Bacteria.Firmicutes.E_QGUQ01000049.1_9	GCA.003242195.1.Bacteria.Firmicutes.E_1
GCA.002348045.1.Bacteria.Chloroflexota_DDYO01000206.1_7	GCA.002348045.1.Bacteria.Chloroflexota_1
GCA.001778455.1.Bacteria.Bipolaricaulota_MFGX01000132.1_31	GCA.001778455.1.Bacteria.Bipolaricaulota_1
GCA.003019535.1.Archaea.Thermoproteota_NEXG01000027.1_7	GCA.003019535.1.Archaea.Thermoproteota_1
GCA.002011685.1.Bacteria.JdFR.76_MTOL01000097.1_3	GCA.002011685.1.Bacteria.JdFR.76_1
GCA.002789615.1.Bacteria.Acidobacteriota_PFTO01000131.1_3	GCA.002789615.1.Bacteria.Acidobacteriota_1
GCF.001886815.1.Bacteria.Calditrichota_NZ_CP018099.1_3648	GCF.001886815.1.Bacteria.Calditrichota_1
GCF.900129635.1.Bacteria.Planctomycetota_NZ_FSRB01000001.1_2936	GCF.900129635.1.Bacteria.Planctomycetota_1
GCA.000406005.1.Bacteria.Poribacteria_ASZN01000008.1_59	GCA.000406005.1.Bacteria.Poribacteria_1
GCA.002898895.1.Bacteria.Armatimonadota_BEHS01000059.1_2	GCA.002898895.1.Bacteria.Armatimonadota_1
GCA.002898575.1.Bacteria.Armatimonadota_BEHT01000045.1_19	GCA.002898575.1.Bacteria.Armatimonadota_1
GCA.003170275.1.Bacteria.Myxococcota_PNAM01000032.1_102	GCA.003170275.1.Bacteria.Myxococcota_1
GCA.003161515.1.Bacteria.Desulfobacterota.B_PMOH01000503.1_8	GCA.003161515.1.Bacteria.Desulfobacterota.B_1
GCA.003223145.1.Bacteria.Acidobacteriota_QHXY01000197.1_11	GCA.003223145.1.Bacteria.Acidobacteriota_1
GCA.001304035.1.Bacteria.SM23.31_LJUD01000119.1_5	GCA.001304035.1.Bacteria.SM23.31_1
GCA.001775755.1.Bacteria.Acidobacteriota_MEYF01000061.1_4	GCA.001775755.1.Bacteria.Acidobacteriota_1
GCA.001784175.1.Bacteria.Lindowbacteria_MFPR01000043.1_28	GCA.001784175.1.Bacteria.Lindowbacteria_1
GCA.003503675.1.Bacteria.Cyanobacteria_DOBT01000171.1_10	GCA.003503675.1.Bacteria.Cyanobacteria_1
GCF.002973605.1.Bacteria.Armatimonadota_NZ_NIGF01000018.1_24	GCF.002973605.1.Bacteria.Armatimonadota_1
GCF.000020025.1.Bacteria.Cyanobacteria_NC_010628.1_5271	GCF.000020025.1.Bacteria.Cyanobacteria_1
GCF.000020025.1.Bacteria.Cyanobacteria_NC_010628.1_2339	GCF.000020025.1.Bacteria.Cyanobacteria_2
