tips	new_tips
GCF.900176005.1.Bacteria.Firmicutes.B_NZ_LT838272.1_539	GCF.900176005.1.Bacteria.Firmicutes.B_1
GCF.000620305.1.Bacteria.Firmicutes.B_NZ_JHVU01000018.1_182	GCF.000620305.1.Bacteria.Firmicutes.B_1
GCF.900176005.1.Bacteria.Firmicutes.B_NZ_LT838272.1_2930	GCF.900176005.1.Bacteria.Firmicutes.B_2
GCA.000987045.1.Bacteria.Firmicutes.B_LAKY01000030.1_6	GCA.000987045.1.Bacteria.Firmicutes.B_1
GCF.001950325.1.Bacteria.Firmicutes.B_NZ_BDJL01000142.1_89	GCF.001950325.1.Bacteria.Firmicutes.B_1
GCF.900100785.1.Bacteria.Firmicutes.B_NZ_FNCP01000013.1_33	GCF.900100785.1.Bacteria.Firmicutes.B_1
GCF.006980715.1.Bacteria.Proteobacteria_NZ_SBHN01000010.1_110	GCF.006980715.1.Bacteria.Proteobacteria_1
GCF.000266945.1.Bacteria.Desulfobacterota_NC_018025.1_688	GCF.000266945.1.Bacteria.Desulfobacterota_1
GCF.002257705.1.Bacteria.Firmicutes.C_NZ_LSLK01000070.1_284	GCF.002257705.1.Bacteria.Firmicutes.C_1
GCA.000987045.1.Bacteria.Firmicutes.B_LAKY01000051.1_28	GCA.000987045.1.Bacteria.Firmicutes.B_2
GCF.900176005.1.Bacteria.Firmicutes.B_NZ_LT838272.1_840	GCF.900176005.1.Bacteria.Firmicutes.B_3
GCA.003444595.1.Bacteria.Firmicutes.D_DLUO01000175.1_12	GCA.003444595.1.Bacteria.Firmicutes.D_1
GCF.900107485.1.Bacteria.Firmicutes.A_NZ_FNQE01000054.1_1	GCF.900107485.1.Bacteria.Firmicutes.A_1
GCF.000020005.1.Bacteria.Firmicutes.D_NC_010718.1_2164	GCF.000020005.1.Bacteria.Firmicutes.D_1
