tips	new_tips
GCA.003223145.1.Bacteria.Acidobacteriota_QHXY01000020.1_8	GCA.003223145.1.Bacteria.Acidobacteriota_1
GCA.002238885.1.Bacteria.Proteobacteria_MPNF01000248.1_2	GCA.002238885.1.Bacteria.Proteobacteria_1
GCA.002898275.1.Bacteria.Proteobacteria_BEIQ01000004.1_20	GCA.002898275.1.Bacteria.Proteobacteria_1
GCF.000374645.1.Bacteria.Proteobacteria_NZ_KB894804.1_155	GCF.000374645.1.Bacteria.Proteobacteria_1
GCA.002696345.1.Bacteria.Myxococcota_NZRT01000044.1_2	GCA.002696345.1.Bacteria.Myxococcota_1
GCF.001720165.1.Bacteria.Proteobacteria_NZ_MCRI01000049.1_4	GCF.001720165.1.Bacteria.Proteobacteria_1
GCA.003220615.1.Bacteria.Methylomirabilota_QHTB01000063.1_6	GCA.003220615.1.Bacteria.Methylomirabilota_1
GCF.003258945.1.Bacteria.Proteobacteria_NZ_QLIX01000010.1_135	GCF.003258945.1.Bacteria.Proteobacteria_1
GCF.000737335.2.Bacteria.Proteobacteria_NZ_JMCC02000004.1_2	GCF.000737335.2.Bacteria.Proteobacteria_1
GCA.002937675.1.Bacteria.Proteobacteria_PTKJ01000015.1_2	GCA.002937675.1.Bacteria.Proteobacteria_1
GCA.002721365.1.Bacteria.Proteobacteria_PBKC01000022.1_17	GCA.002721365.1.Bacteria.Proteobacteria_1
GCF.900167455.1.Bacteria.Proteobacteria_NZ_FUWJ01000018.1_27	GCF.900167455.1.Bacteria.Proteobacteria_1
GCA.002746235.1.Bacteria.Planctomycetota_NVWJ01000010.1_51	GCA.002746235.1.Bacteria.Planctomycetota_1
GCA.002483445.1.Bacteria.Acidobacteriota_DLHY01000125.1_4	GCA.002483445.1.Bacteria.Acidobacteriota_1
GCA.003219195.1.Bacteria.Verrucomicrobiota_QHPX01000014.1_7	GCA.003219195.1.Bacteria.Verrucomicrobiota_1
GCA.002731275.1.Bacteria.Myxococcota_PCBK01000027.1_11	GCA.002731275.1.Bacteria.Myxococcota_1
GCA.002402105.1.Bacteria.UBP17_NVVD01000041.1_15	GCA.002402105.1.Bacteria.UBP17_1
GCF.900177345.1.Bacteria.Proteobacteria_NZ_FWZT01000013.1_26	GCF.900177345.1.Bacteria.Proteobacteria_1
GCF.001399755.1.Bacteria.Proteobacteria_NZ_LJCP01000005.1_100	GCF.001399755.1.Bacteria.Proteobacteria_1
