tips	new_tips
GCA.001914955.1.Bacteria.Nitrospirota_MNDM01000032.1_12	GCA.001914955.1.Bacteria.Nitrospirota_1
GCA.002723345.1.Bacteria.Proteobacteria_PBNV01000063.1_2	GCA.002723345.1.Bacteria.Proteobacteria_1
GCF.002798435.1.Bacteria.Proteobacteria_WP_109795389.1	GCF.002798435.1.Bacteria.Proteobacteria_1
GCF.900079095.1.Bacteria.Tectomicrobia_NZ_FKIP01000185.1_6	GCF.900079095.1.Bacteria.Tectomicrobia_1
GCF.000315795.1.Bacteria.Proteobacteria_NZ_ANHY01000021.1_129	GCF.000315795.1.Bacteria.Proteobacteria_1
GCA.006969625.1.Bacteria.Proteobacteria_CP030885.1_1046	GCA.006969625.1.Bacteria.Proteobacteria_1
GCA.002898275.1.Bacteria.Proteobacteria_BEIQ01000001.1_451	GCA.002898275.1.Bacteria.Proteobacteria_1
GCF.001641825.1.Bacteria.Proteobacteria_NZ_LRFH01000004.1_55	GCF.001641825.1.Bacteria.Proteobacteria_1
GCA.002868855.1.Bacteria.Proteobacteria_PKUM01000032.1_19	GCA.002868855.1.Bacteria.Proteobacteria_1
GCA.002292285.1.Bacteria.Proteobacteria_DBBP01000035.1_76	GCA.002292285.1.Bacteria.Proteobacteria_1
GCF.900112605.1.Bacteria.Proteobacteria_NZ_FOMJ01000002.1_135	GCF.900112605.1.Bacteria.Proteobacteria_1
GCF.000374645.1.Bacteria.Proteobacteria_NZ_KB894809.1_62	GCF.000374645.1.Bacteria.Proteobacteria_1
GCA.003222815.1.Bacteria.Acidobacteriota_QHXC01000418.1_59	GCA.003222815.1.Bacteria.Acidobacteriota_1
GCA.002712165.1.Bacteria.Proteobacteria_PASS01000046.1_38	GCA.002712165.1.Bacteria.Proteobacteria_1
GCA.003155415.1.Bacteria.Proteobacteria_PMCP01000176.1_33	GCA.003155415.1.Bacteria.Proteobacteria_1
GCA.002937675.1.Bacteria.Proteobacteria_PTKJ01000005.1_27	GCA.002937675.1.Bacteria.Proteobacteria_1
GCA.002721365.1.Bacteria.Proteobacteria_PBKC01000020.1_14	GCA.002721365.1.Bacteria.Proteobacteria_1
GCA.003220615.1.Bacteria.Methylomirabilota_QHTB01000206.1_29	GCA.003220615.1.Bacteria.Methylomirabilota_1
GCA.003155415.1.Bacteria.Proteobacteria_PMCP01000143.1_15	GCA.003155415.1.Bacteria.Proteobacteria_2
GCA.002454015.1.Bacteria.Proteobacteria_DKIB01000041.1_7	GCA.002454015.1.Bacteria.Proteobacteria_1
GCA.002389045.1.Bacteria.Proteobacteria_DGNS01000009.1_122	GCA.002389045.1.Bacteria.Proteobacteria_1
GCA.002712885.1.Bacteria.Acidobacteriota_PAUN01000043.1_79	GCA.002712885.1.Bacteria.Acidobacteriota_1
GCA.002712885.1.Bacteria.Acidobacteriota_PAUN01000018.1_50	GCA.002712885.1.Bacteria.Acidobacteriota_2
GCA.003222815.1.Bacteria.Acidobacteriota_QHXC01000463.1_6	GCA.003222815.1.Bacteria.Acidobacteriota_2
GCA.003152325.1.Bacteria.Acidobacteriota_PLZX01000211.1_26	GCA.003152325.1.Bacteria.Acidobacteriota_1
GCA.002292285.1.Bacteria.Proteobacteria_DBBP01000021.1_66	GCA.002292285.1.Bacteria.Proteobacteria_2
GCA.002348465.1.Bacteria.Gemmatimonadota_DEBI01000053.1_29	GCA.002348465.1.Bacteria.Gemmatimonadota_1
GCA.002238705.1.Bacteria.Acidobacteriota_MPMW01000018.1_4	GCA.002238705.1.Bacteria.Acidobacteriota_1
GCA.002712885.1.Bacteria.Acidobacteriota_PAUN01000010.1_34	GCA.002712885.1.Bacteria.Acidobacteriota_3
GCA.003167015.1.Bacteria.Bacteroidota_PMUF01000080.1_3	GCA.003167015.1.Bacteria.Bacteroidota_1
GCA.002688175.1.Bacteria.Proteobacteria_NZCC01000032.1_65	GCA.002688175.1.Bacteria.Proteobacteria_1
