tips	new_tips
GCF.003097315.1.Bacteria.Proteobacteria_NZ_QDDL01000004.1_239	GCF.003097315.1.Bacteria.Proteobacteria_1
GCA.002796975.1.Bacteria.Proteobacteria_PEKV01000010.1_153	GCA.002796975.1.Bacteria.Proteobacteria_1
GCF.003052605.1.Bacteria.Proteobacteria_NZ_QASO01000135.1_30	GCF.003052605.1.Bacteria.Proteobacteria_1
GCF.900102465.1.Bacteria.Proteobacteria_NZ_FNBW01000003.1_12	GCF.900102465.1.Bacteria.Proteobacteria_1
GCF.002798435.1.Bacteria.Proteobacteria_WP_109796028.1	GCF.002798435.1.Bacteria.Proteobacteria_1
GCF.900172325.1.Bacteria.Proteobacteria_NZ_FWFR01000002.1_559	GCF.900172325.1.Bacteria.Proteobacteria_1
GCF.001613805.1.Bacteria.Proteobacteria_NZ_LPVY01000002.1_116	GCF.001613805.1.Bacteria.Proteobacteria_1
GCF.003258945.1.Bacteria.Proteobacteria_NZ_QLIX01000003.1_354	GCF.003258945.1.Bacteria.Proteobacteria_1
GCF.000315795.1.Bacteria.Proteobacteria_NZ_ANHY01000012.1_12	GCF.000315795.1.Bacteria.Proteobacteria_1
GCF.002251795.1.Bacteria.Proteobacteria_NZ_NOXU01000028.1_172	GCF.002251795.1.Bacteria.Proteobacteria_1
GCF.001742305.1.Bacteria.Firmicutes_NZ_MJAT01000012.1_342	GCF.001742305.1.Bacteria.Firmicutes_1
GCF.002257705.1.Bacteria.Firmicutes.C_NZ_LSLK01000081.1_42	GCF.002257705.1.Bacteria.Firmicutes.C_1
GCA.000987045.1.Bacteria.Firmicutes.B_LAKY01000063.1_122	GCA.000987045.1.Bacteria.Firmicutes.B_1
GCA.000961765.1.Bacteria.Firmicutes.B_LADT01000086.1_109	GCA.000961765.1.Bacteria.Firmicutes.B_1
GCF.000177635.2.Bacteria.Chrysiogenota_NC_014836.1_758	GCF.000177635.2.Bacteria.Chrysiogenota_1
GCF.000487995.1.Bacteria.Deferribacterota_NZ_KI530573.1_73	GCF.000487995.1.Bacteria.Deferribacterota_1
GCF.000266945.1.Bacteria.Desulfobacterota_NC_018025.1_4104	GCF.000266945.1.Bacteria.Desulfobacterota_1
GCA.002011735.1.Bacteria.Nitrospirota_MTOQ01000075.1_14	GCA.002011735.1.Bacteria.Nitrospirota_1
GCF.001547735.1.Bacteria.Thermosulfidibacterota_NZ_AP013035.1_79	GCF.001547735.1.Bacteria.Thermosulfidibacterota_1
GCA.002748355.1.Bacteria.Planctomycetota_PDSF01000031.1_49	GCA.002748355.1.Bacteria.Planctomycetota_1
GCA.001769655.1.Bacteria.Bacteroidota_MEPC01000034.1_95	GCA.001769655.1.Bacteria.Bacteroidota_1
GCA.002347095.1.Bacteria.Desulfobacterota_DDWZ01000022.1_52	GCA.002347095.1.Bacteria.Desulfobacterota_1
GCA.001768075.1.Bacteria.Myxococcota_MEMX01000033.1_39	GCA.001768075.1.Bacteria.Myxococcota_1
GCA.002049825.1.Bacteria.Calditrichota_MVCZ01000108.1_1	GCA.002049825.1.Bacteria.Calditrichota_1
GCF.001886815.1.Bacteria.Calditrichota_NZ_CP018099.1_2318	GCF.001886815.1.Bacteria.Calditrichota_1
GCA.002011685.1.Bacteria.JdFR.76_MTOL01000427.1_1	GCA.002011685.1.Bacteria.JdFR.76_1
GCA.002084765.1.Bacteria.4572.55_NBMB01000076.1_7	GCA.002084765.1.Bacteria.4572.55_1
GCA.002085355.1.Bacteria.KSB1_NATN01000272.1_1	GCA.002085355.1.Bacteria.KSB1_1
GCF.002207765.1.Bacteria.Firmicutes.B_NZ_BDGJ01000197.1_52	GCF.002207765.1.Bacteria.Firmicutes.B_1
GCA.001771285.1.Bacteria.Methylomirabilota_METI01000133.1_1	GCA.001771285.1.Bacteria.Methylomirabilota_1
GCA.002704825.1.Bacteria.Planctomycetota_PAIY01000021.1_13	GCA.002704825.1.Bacteria.Planctomycetota_1
GCA.003247575.1.Bacteria.Myxococcota.A_QJZC01000032.1_48	GCA.003247575.1.Bacteria.Myxococcota.A_1
GCA.002344285.1.Bacteria.Myxococcota_DDTA01000010.1_34	GCA.002344285.1.Bacteria.Myxococcota_1
GCA.001784175.1.Bacteria.Lindowbacteria_MFPR01000004.1_18	GCA.001784175.1.Bacteria.Lindowbacteria_1
GCF.001306175.1.Bacteria.Chloroflexota_NZ_LGKN01000009.1_231	GCF.001306175.1.Bacteria.Chloroflexota_1
GCA.001664505.1.Bacteria.Acidobacteriota_CP011806.1_3959	GCA.001664505.1.Bacteria.Acidobacteriota_1
GCF.002335525.1.Bacteria.Firmicutes_NZ_BDUF01000029.1_113	GCF.002335525.1.Bacteria.Firmicutes_1
GCA.002402105.1.Bacteria.UBP17_NVVD01000032.1_14	GCA.002402105.1.Bacteria.UBP17_1
GCA.001803795.1.Bacteria.Nitrospirota_MHEK01000097.1_13	GCA.001803795.1.Bacteria.Nitrospirota_1
GCA.001873295.1.Bacteria.CG2.30.70.394_MNYW01000086.1_7	GCA.001873295.1.Bacteria.CG2.30.70.394_1
GCA.002450905.1.Bacteria.Spirochaetota_DKAT01000024.1_22	GCA.002450905.1.Bacteria.Spirochaetota_1
GCA.002898195.1.Bacteria.AABM5.125.24_BDTN01000300.1_1	GCA.002898195.1.Bacteria.AABM5.125.24_1
GCA.003454665.1.Bacteria.Nitrospirota_DMKB01000328.1_2	GCA.003454665.1.Bacteria.Nitrospirota_1
GCF.000021565.1.Bacteria.Aquificota_NC_012440.1_290	GCF.000021565.1.Bacteria.Aquificota_1
GCF.000021725.1.Bacteria.Campylobacterota_NC_012115.1_534	GCF.000021725.1.Bacteria.Campylobacterota_1
GCA.001735895.1.Bacteria.Proteobacteria_DS021198.1_1405	GCA.001735895.1.Bacteria.Proteobacteria_1
GCA.002789955.1.Bacteria.Myxococcota_PFUG01000043.1_3	GCA.002789955.1.Bacteria.Myxococcota_1
GCA.002747255.1.Bacteria.Acidobacteriota_PDUC01000025.1_26	GCA.002747255.1.Bacteria.Acidobacteriota_1
GCA.002401295.1.Bacteria.SAR324_NVSR01000011.1_16	GCA.002401295.1.Bacteria.SAR324_1
GCA.003235715.1.Bacteria.Nitrospirota_QJVM01000240.1_23	GCA.003235715.1.Bacteria.Nitrospirota_1
GCA.002389045.1.Bacteria.Proteobacteria_DGNS01000013.1_181	GCA.002389045.1.Bacteria.Proteobacteria_1
GCA.002840095.1.Bacteria.Proteobacteria_PGZL01000011.1_4	GCA.002840095.1.Bacteria.Proteobacteria_1
GCF.002109495.1.Bacteria.Proteobacteria_NZ_LVJN01000016.1_92	GCF.002109495.1.Bacteria.Proteobacteria_1
GCA.002688175.1.Bacteria.Proteobacteria_NZCC01000024.1_48	GCA.002688175.1.Bacteria.Proteobacteria_1
GCA.002085445.1.Bacteria.Proteobacteria_NBMI01000001.1_39	GCA.002085445.1.Bacteria.Proteobacteria_1
GCF.000315795.1.Bacteria.Proteobacteria_NZ_ANHY01000006.1_50	GCF.000315795.1.Bacteria.Proteobacteria_2
