tips	new_tips
GCA.002840095.1.Bacteria.Proteobacteria_PGZL01000003.1_45	GCA.002840095.1.Bacteria.Proteobacteria_1
GCA.001768075.1.Bacteria.Myxococcota_MEMX01000094.1_5	GCA.001768075.1.Bacteria.Myxococcota_1
GCF.900111015.1.Bacteria.Proteobacteria_NZ_FOFS01000010.1_140	GCF.900111015.1.Bacteria.Proteobacteria_1
GCF.006980715.1.Bacteria.Proteobacteria_NZ_SBHN01000005.1_116	GCF.006980715.1.Bacteria.Proteobacteria_1
GCF.000315795.1.Bacteria.Proteobacteria_NZ_ANHY01000007.1_44	GCF.000315795.1.Bacteria.Proteobacteria_1
GCA.002340345.1.Bacteria.Proteobacteria_DDLW01000155.1_4	GCA.002340345.1.Bacteria.Proteobacteria_1
GCF.003173035.1.Bacteria.Proteobacteria_NZ_QGLE01000002.1_394	GCF.003173035.1.Bacteria.Proteobacteria_1
GCF.001697225.1.Bacteria.Proteobacteria_NZ_CP014671.1_62	GCF.001697225.1.Bacteria.Proteobacteria_1
GCA.002862435.1.Bacteria.Proteobacteria_PKDC01000060.1_33	GCA.002862435.1.Bacteria.Proteobacteria_1
GCF.000192575.1.Bacteria.Proteobacteria_NZ_GL876925.1_64	GCF.000192575.1.Bacteria.Proteobacteria_1
GCA.001803795.1.Bacteria.Nitrospirota_MHEK01000093.1_3	GCA.001803795.1.Bacteria.Nitrospirota_1
GCF.000020025.1.Bacteria.Cyanobacteria_NC_010628.1_6203	GCF.000020025.1.Bacteria.Cyanobacteria_1
Fischerella.muscicola.CCMEE5323_WP_016867596.1	Fischerella.muscicola.CCMEE5323_1
GCF.000020025.1.Bacteria.Cyanobacteria_NC_010628.1_412	GCF.000020025.1.Bacteria.Cyanobacteria_2
Nostoc.sp.PCC7120_WP_010995610.1	Nostoc.sp.PCC7120_1
Fischerella.muscicola.CCMEE5323_WP_016865876.1	Fischerella.muscicola.CCMEE5323_2
Richelia.intracellularis.HH01_WP_008231972.1	Richelia.intracellularis.HH01_1
GCF.003838225.1.Bacteria.Cyanobacteria_WP_124146409.1	GCF.003838225.1.Bacteria.Cyanobacteria_1
GCF.000353285.1.Bacteria.Cyanobacteria_NZ_KB731324.1_3499	GCF.000353285.1.Bacteria.Cyanobacteria_1
GCF.002215035.1.Bacteria.Cyanobacteria_NZ_NKFP01000006.1_204	GCF.002215035.1.Bacteria.Cyanobacteria_1
GCF.002251945.1.Bacteria.Cyanobacteria_NZ_NDHW01000087.1_57	GCF.002251945.1.Bacteria.Cyanobacteria_1
GCF.000316115.1.Bacteria.Cyanobacteria_NZ_JH993797.1_1072	GCF.000316115.1.Bacteria.Cyanobacteria_1
UCYNA2_KFF41296.1	UCYNA2_1
UCYNA_WP_012954005.1	UCYNA_1
GCF.000017845.1.Bacteria.Cyanobacteria_NC_010546.1_543	GCF.000017845.1.Bacteria.Cyanobacteria_1
GCA.002347965.1.Bacteria.UBA2233_DDYN01000016.1_88	GCA.002347965.1.Bacteria.UBA2233_1
GCF.000013205.1.Bacteria.Cyanobacteria_NC_007775.1_1752	GCF.000013205.1.Bacteria.Cyanobacteria_1
GCA.001829315.1.Bacteria.Spirochaetota_MIAY01000010.1_70	GCA.001829315.1.Bacteria.Spirochaetota_1
GCA.003242895.1.Bacteria.Margulisbacteria_QKMY01000053.1_37	GCA.003242895.1.Bacteria.Margulisbacteria_1
GCA.001829155.1.Bacteria.Spirochaetota_MIAO01000074.1_25	GCA.001829155.1.Bacteria.Spirochaetota_1
GCA.002704825.1.Bacteria.Planctomycetota_PAIY01000058.1_7	GCA.002704825.1.Bacteria.Planctomycetota_1
GCA.002429065.1.Bacteria.Verrucomicrobiota_DIYN01000019.1_96	GCA.002429065.1.Bacteria.Verrucomicrobiota_1
GCA.003246265.1.Bacteria.Verrucomicrobiota_QKAU01000042.1_9	GCA.003246265.1.Bacteria.Verrucomicrobiota_1
GCA.003245715.1.Bacteria.Planctomycetota_QKCJ01000049.1_167	GCA.003245715.1.Bacteria.Planctomycetota_1
GCA.002418835.1.Bacteria.Spirochaetota_DIEX01000030.1_43	GCA.002418835.1.Bacteria.Spirochaetota_1
GCA.000961655.1.Bacteria.Desulfobacterota_LADR01000085.1_6	GCA.000961655.1.Bacteria.Desulfobacterota_1
GCA.000739515.1.Bacteria.Moduliflexota_DF820458.1_512	GCA.000739515.1.Bacteria.Moduliflexota_1
GCA.007244385.1.Bacteria.Desulfobacterota_SCVX01000094.1_237	GCA.007244385.1.Bacteria.Desulfobacterota_1
GCF.000195295.1.Bacteria.Desulfobacterota_NC_015388.1_358	GCF.000195295.1.Bacteria.Desulfobacterota_1
GCA.002414805.1.Bacteria.Fibrobacterota_DIAU01000119.1_14	GCA.002414805.1.Bacteria.Fibrobacterota_1
GCF.000526155.1.Bacteria.Desulfobacterota_NZ_JAFN01000001.1_2217	GCF.000526155.1.Bacteria.Desulfobacterota_1
GCF.000266945.1.Bacteria.Desulfobacterota_NC_018025.1_5450	GCF.000266945.1.Bacteria.Desulfobacterota_1
GCA.002347095.1.Bacteria.Desulfobacterota_DDWZ01000016.1_96	GCA.002347095.1.Bacteria.Desulfobacterota_1
GCA.002897715.1.Bacteria.Actinobacteriota_BDUA01000028.1_6	GCA.002897715.1.Bacteria.Actinobacteriota_1
GCA.002307275.1.Bacteria.Firmicutes.A_DBTX01000018.1_19	GCA.002307275.1.Bacteria.Firmicutes.A_1
GCF.002252565.1.Bacteria.Firmicutes.A_NZ_NPML01000019.1_403	GCF.002252565.1.Bacteria.Firmicutes.A_1
GCA.002411145.1.Bacteria.Firmicutes.C_DHRA01000077.1_25	GCA.002411145.1.Bacteria.Firmicutes.C_1
GCF.002607855.1.Bacteria.Firmicutes.B_NZ_AWQQ01000020.1_83	GCF.002607855.1.Bacteria.Firmicutes.B_1
GCF.900104455.1.Bacteria.Firmicutes.C_NZ_FNHB01000005.1_237	GCF.900104455.1.Bacteria.Firmicutes.C_1
GCF.002257705.1.Bacteria.Firmicutes.C_NZ_LSLK01000061.1_15	GCF.002257705.1.Bacteria.Firmicutes.C_1
GCF.000430605.1.Bacteria.Firmicutes.C_WP_027936786.1	GCF.000430605.1.Bacteria.Firmicutes.C_1
GCF.001742305.1.Bacteria.Firmicutes_NZ_MJAT01000037.1_133	GCF.001742305.1.Bacteria.Firmicutes_1
GCF.000970205.1.Archaea.Halobacteriota_NZ_CP009512.1_616	GCF.000970205.1.Archaea.Halobacteriota_1
GCF.900100785.1.Bacteria.Firmicutes.B_NZ_FNCP01000001.1_336	GCF.900100785.1.Bacteria.Firmicutes.B_1
GCF.000019165.1.Bacteria.Firmicutes.B_NC_010337.2_992	GCF.000019165.1.Bacteria.Firmicutes.B_1
GCA.003229375.1.Bacteria.Nitrospinota_QIDP01000121.1_16	GCA.003229375.1.Bacteria.Nitrospinota_1
GCA.003153275.1.Bacteria.Nitrospirota_PLXX01000039.1_24	GCA.003153275.1.Bacteria.Nitrospirota_1
GCA.003235715.1.Bacteria.Nitrospirota_QJVM01000189.1_17	GCA.003235715.1.Bacteria.Nitrospirota_1
